visit_id,cce_type,available,functional
KD-036-R4,Refrigerators,No,
KD-036-R4,Temperature Monitoring Devices,No,
KD-036-R4,Cold Boxes (6L),No,
KD-036-R4,GioStyle (4L),No,
KD-036-R4,Rush (3L),No,
KD-036-R4,Ice Packs,No,
KD-036-R5,Solar Refrigerators and Freezers,No,
KD-036-R5,Refrigerators,No,
KD-036-R5,Temperature Monitoring Devices,No,
KD-036-R5,Cold Boxes (6L),No,
KD-036-R5,GioStyle (4L),No,
KD-036-R5,Rush (3L),No,
KD-036-R5,Ice Packs,No,
KD-036-R6,Solar Refrigerators and Freezers,No,
KD-036-R6,Refrigerators,No,
KD-036-R6,Temperature Monitoring Devices,No,
KD-036-R6,Cold Boxes (6L),No,
KD-036-R6,GioStyle (4L),No,
KD-036-R6,Rush (3L),No,
KD-036-R6,Ice Packs,No,
KD-037-R1,Solar Refrigerators and Freezers,No,
KD-037-R1,Refrigerators,No,
KD-037-R1,Temperature Monitoring Devices,Yes,Yes
KD-037-R1,Cold Boxes (6L),Yes,Yes
KD-037-R1,GioStyle (4L),No,
KD-037-R1,Rush (3L),Yes,Yes
KD-037-R1,Ice Packs,Yes,Yes
KD-037-R2,Solar Refrigerators and Freezers,No,
KD-037-R2,Refrigerators,No,
KD-037-R2,Temperature Monitoring Devices,Yes,Yes
KD-037-R2,Cold Boxes (6L),Yes,Yes
KD-037-R2,GioStyle (4L),No,
KD-037-R2,Rush (3L),Yes,Yes
KD-037-R2,Ice Packs,Yes,No
KD-037-R3,Solar Refrigerators and Freezers,No,
KD-037-R3,Refrigerators,No,
KD-037-R3,Temperature Monitoring Devices,Yes,Yes
KD-037-R3,Cold Boxes (6L),Yes,No
KD-037-R3,GioStyle (4L),No,
KD-037-R3,Rush (3L),Yes,Yes
KD-037-R3,Ice Packs,Yes,No
KD-037-R4,Solar Refrigerators and Freezers,No,
KD-037-R4,Refrigerators,No,
KD-037-R4,Temperature Monitoring Devices,Yes,No
KD-037-R4,Cold Boxes (6L),Yes,No
KD-037-R4,GioStyle (4L),No,
KD-037-R4,Rush (3L),Yes,Yes
KD-037-R4,Ice Packs,Yes,Yes
KD-037-R5,Solar Refrigerators and Freezers,No,
KD-037-R5,Refrigerators,No,
KD-037-R5,Temperature Monitoring Devices,Yes,Yes
KD-037-R5,Cold Boxes (6L),Yes,No
KD-037-R5,GioStyle (4L),No,
KD-037-R5,Rush (3L),Yes,Yes
KD-037-R5,Ice Packs,Yes,Yes
KD-037-R6,Solar Refrigerators and Freezers,No,
KD-037-R6,Refrigerators,No,
KD-037-R6,Temperature Monitoring Devices,Yes,No
KD-037-R6,Cold Boxes (6L),Yes,Yes
KD-037-R6,GioStyle (4L),No,
KD-037-R6,Rush (3L),Yes,No
KD-037-R6,Ice Packs,Yes,Yes
KD-038-R1,Solar Refrigerators and Freezers,Yes,Yes
KD-038-R1,Refrigerators,No,
KD-038-R1,Temperature Monitoring Devices,Yes,Yes
KD-038-R1,Cold Boxes (6L),Yes,Yes
KD-038-R1,GioStyle (4L),No,
KD-038-R1,Rush (3L),No,
KD-038-R1,Ice Packs,Yes,Yes
KD-038-R2,Solar Refrigerators and Freezers,Yes,Yes
KD-038-R2,Refrigerators,No,
KD-038-R2,Temperature Monitoring Devices,Yes,Yes
KD-038-R2,Cold Boxes (6L),Yes,Yes
KD-038-R2,GioStyle (4L),No,
KD-038-R2,Rush (3L),No,
KD-038-R2,Ice Packs,Yes,Yes
KD-038-R3,Solar Refrigerators and Freezers,Yes,Yes
KD-038-R3,Refrigerators,No,
KD-038-R3,Temperature Monitoring Devices,Yes,Yes
KD-038-R3,Cold Boxes (6L),Yes,Yes
KD-038-R3,GioStyle (4L),No,
KD-038-R3,Rush (3L),No,
KD-038-R3,Ice Packs,Yes,Yes
KD-038-R4,Solar Refrigerators and Freezers,Yes,Yes
KD-038-R4,Refrigerators,No,
KD-038-R4,Temperature Monitoring Devices,Yes,Yes
KD-038-R4,Cold Boxes (6L),Yes,No
KD-038-R4,GioStyle (4L),No,
KD-038-R4,Rush (3L),No,
KD-038-R4,Ice Packs,Yes,Yes
KD-038-R5,Solar Refrigerators and Freezers,Yes,No
KD-038-R5,Refrigerators,No,
KD-038-R5,Temperature Monitoring Devices,Yes,Yes
KD-038-R5,Cold Boxes (6L),Yes,Yes
KD-038-R5,GioStyle (4L),No,
KD-038-R5,Rush (3L),No,
KD-038-R5,Ice Packs,Yes,Yes
KD-038-R6,Solar Refrigerators and Freezers,Yes,No
KD-038-R6,Refrigerators,No,
KD-038-R6,Temperature Monitoring Devices,Yes,No
KD-038-R6,Cold Boxes (6L),Yes,Yes
KD-038-R6,GioStyle (4L),No,
KD-038-R6,Rush (3L),No,
KD-038-R6,Ice Packs,Yes,Yes
KD-039-R1,Solar Refrigerators and Freezers,Yes,Yes
KD-039-R1,Refrigerators,No,
KD-039-R1,Temperature Monitoring Devices,Yes,Yes
KD-039-R1,Cold Boxes (6L),Yes,No
KD-039-R1,GioStyle (4L),Yes,Yes
KD-039-R1,Rush (3L),Yes,Yes
KD-039-R1,Ice Packs,Yes,No
KD-039-R2,Solar Refrigerators and Freezers,Yes,Yes
KD-039-R2,Refrigerators,No,
KD-039-R2,Temperature Monitoring Devices,Yes,Yes
KD-039-R2,Cold Boxes (6L),Yes,Yes
KD-039-R2,GioStyle (4L),Yes,No
KD-039-R2,Rush (3L),Yes,Yes
KD-039-R2,Ice Packs,Yes,Yes
KD-039-R3,Solar Refrigerators and Freezers,Yes,No
KD-039-R3,Refrigerators,No,
KD-039-R3,Temperature Monitoring Devices,Yes,Yes
KD-039-R3,Cold Boxes (6L),Yes,Yes
KD-039-R3,GioStyle (4L),Yes,Yes
KD-039-R3,Rush (3L),Yes,Yes
KD-039-R3,Ice Packs,Yes,Yes
KD-039-R4,Solar Refrigerators and Freezers,Yes,Yes
KD-039-R4,Refrigerators,No,
KD-039-R4,Temperature Monitoring Devices,Yes,Yes
KD-039-R4,Cold Boxes (6L),Yes,Yes
KD-039-R4,GioStyle (4L),Yes,Yes
KD-039-R4,Rush (3L),Yes,Yes
KD-039-R4,Ice Packs,Yes,No
KD-039-R5,Solar Refrigerators and Freezers,Yes,No
KD-039-R5,Refrigerators,No,
KD-039-R5,Temperature Monitoring Devices,Yes,Yes
KD-039-R5,Cold Boxes (6L),Yes,No
KD-039-R5,GioStyle (4L),Yes,Yes
KD-039-R5,Rush (3L),Yes,Yes
KD-039-R5,Ice Packs,Yes,No
KD-039-R6,Solar Refrigerators and Freezers,Yes,Yes
KD-039-R6,Refrigerators,No,
KD-039-R6,Temperature Monitoring Devices,Yes,Yes
KD-039-R6,Cold Boxes (6L),Yes,Yes
KD-039-R6,GioStyle (4L),Yes,Yes
KD-039-R6,Rush (3L),Yes,Yes
KD-039-R6,Ice Packs,Yes,Yes
KD-040-R1,Solar Refrigerators and Freezers,No,
KD-040-R1,Refrigerators,No,
KD-040-R1,Temperature Monitoring Devices,Yes,Yes
KD-040-R1,Cold Boxes (6L),Yes,Yes
KD-040-R1,GioStyle (4L),No,
KD-040-R1,Rush (3L),No,
KD-040-R1,Ice Packs,Yes,Yes
KD-040-R2,Solar Refrigerators and Freezers,No,
KD-040-R2,Refrigerators,No,
KD-040-R2,Temperature Monitoring Devices,Yes,No
KD-040-R2,Cold Boxes (6L),Yes,Yes
KD-040-R2,GioStyle (4L),No,
KD-040-R2,Rush (3L),No,
KD-040-R2,Ice Packs,Yes,No
KD-040-R3,Solar Refrigerators and Freezers,No,
KD-040-R3,Refrigerators,No,
KD-040-R3,Temperature Monitoring Devices,Yes,Yes
KD-040-R3,Cold Boxes (6L),Yes,Yes
KD-040-R3,GioStyle (4L),No,
KD-040-R3,Rush (3L),No,
KD-040-R3,Ice Packs,Yes,Yes
KD-040-R4,Solar Refrigerators and Freezers,No,
KD-040-R4,Refrigerators,No,
KD-040-R4,Temperature Monitoring Devices,Yes,Yes
KD-040-R4,Cold Boxes (6L),Yes,Yes
KD-040-R4,GioStyle (4L),No,
KD-040-R4,Rush (3L),No,
KD-040-R4,Ice Packs,Yes,Yes
KD-040-R5,Solar Refrigerators and Freezers,No,
KD-040-R5,Refrigerators,No,
KD-040-R5,Temperature Monitoring Devices,Yes,Yes
KD-040-R5,Cold Boxes (6L),Yes,Yes
KD-040-R5,GioStyle (4L),No,
KD-040-R5,Rush (3L),No,
KD-040-R5,Ice Packs,Yes,No
KD-040-R6,Solar Refrigerators and Freezers,No,
KD-040-R6,Refrigerators,No,
KD-040-R6,Temperature Monitoring Devices,Yes,No
KD-040-R6,Cold Boxes (6L),Yes,Yes
KD-040-R6,GioStyle (4L),No,
KD-040-R6,Rush (3L),No,
KD-040-R6,Ice Packs,Yes,Yes
KD-041-R1,Solar Refrigerators and Freezers,Yes,No
KD-041-R1,Refrigerators,No,
KD-041-R1,Temperature Monitoring Devices,Yes,No
KD-041-R1,Cold Boxes (6L),Yes,Yes
KD-041-R1,GioStyle (4L),Yes,Yes
KD-041-R1,Rush (3L),No,
KD-041-R1,Ice Packs,Yes,Yes
KD-041-R2,Solar Refrigerators and Freezers,Yes,Yes
KD-041-R2,Refrigerators,No,
KD-041-R2,Temperature Monitoring Devices,Yes,No
KD-041-R2,Cold Boxes (6L),Yes,Yes
KD-041-R2,GioStyle (4L),Yes,No
KD-041-R2,Rush (3L),No,
KD-041-R2,Ice Packs,Yes,Yes
KD-041-R3,Solar Refrigerators and Freezers,Yes,Yes
KD-041-R3,Refrigerators,No,
KD-041-R3,Temperature Monitoring Devices,Yes,Yes
KD-041-R3,Cold Boxes (6L),Yes,Yes
KD-041-R3,GioStyle (4L),Yes,Yes
KD-041-R3,Rush (3L),No,
KD-041-R3,Ice Packs,Yes,Yes
KD-041-R4,Solar Refrigerators and Freezers,Yes,No
KD-041-R4,Refrigerators,No,
KD-041-R4,Temperature Monitoring Devices,Yes,No
KD-041-R4,Cold Boxes (6L),Yes,Yes
KD-041-R4,GioStyle (4L),Yes,Yes
KD-041-R4,Rush (3L),No,
KD-041-R4,Ice Packs,Yes,Yes
KD-041-R5,Solar Refrigerators and Freezers,Yes,Yes
KD-041-R5,Refrigerators,No,
KD-041-R5,Temperature Monitoring Devices,Yes,Yes
KD-041-R5,Cold Boxes (6L),Yes,Yes
KD-041-R5,GioStyle (4L),Yes,Yes
KD-041-R5,Rush (3L),No,
KD-041-R5,Ice Packs,Yes,Yes
KD-041-R6,Solar Refrigerators and Freezers,Yes,Yes
KD-041-R6,Refrigerators,No,
KD-041-R6,Temperature Monitoring Devices,Yes,Yes
KD-041-R6,Cold Boxes (6L),Yes,No
KD-041-R6,GioStyle (4L),Yes,Yes
KD-041-R6,Rush (3L),No,
KD-041-R6,Ice Packs,Yes,Yes
KD-042-R1,Solar Refrigerators and Freezers,Yes,No
KD-042-R1,Refrigerators,No,
KD-042-R1,Temperature Monitoring Devices,Yes,Yes
KD-042-R1,Cold Boxes (6L),Yes,No
KD-042-R1,GioStyle (4L),No,
KD-042-R1,Rush (3L),Yes,Yes
KD-042-R1,Ice Packs,Yes,Yes
KD-042-R2,Solar Refrigerators and Freezers,Yes,Yes
KD-042-R2,Refrigerators,No,
KD-042-R2,Temperature Monitoring Devices,Yes,Yes
KD-042-R2,Cold Boxes (6L),Yes,No
KD-042-R2,GioStyle (4L),No,
KD-042-R2,Rush (3L),Yes,No
KD-042-R2,Ice Packs,Yes,Yes
KD-042-R3,Solar Refrigerators and Freezers,Yes,No
KD-042-R3,Refrigerators,No,
KD-042-R3,Temperature Monitoring Devices,Yes,No
KD-042-R3,Cold Boxes (6L),Yes,Yes
KD-042-R3,GioStyle (4L),No,
KD-042-R3,Rush (3L),Yes,Yes
KD-042-R3,Ice Packs,Yes,Yes
KD-042-R4,Solar Refrigerators and Freezers,Yes,Yes
KD-042-R4,Refrigerators,No,
KD-042-R4,Temperature Monitoring Devices,Yes,Yes
KD-042-R4,Cold Boxes (6L),Yes,Yes
KD-042-R4,GioStyle (4L),No,
KD-042-R4,Rush (3L),Yes,Yes
KD-042-R4,Ice Packs,Yes,Yes
KD-042-R5,Solar Refrigerators and Freezers,Yes,No
KD-042-R5,Refrigerators,No,
KD-042-R5,Temperature Monitoring Devices,Yes,Yes
KD-042-R5,Cold Boxes (6L),Yes,No
KD-042-R5,GioStyle (4L),No,
KD-042-R5,Rush (3L),Yes,Yes
KD-042-R5,Ice Packs,Yes,No
KD-042-R6,Solar Refrigerators and Freezers,Yes,Yes
KD-042-R6,Refrigerators,No,
KD-042-R6,Temperature Monitoring Devices,Yes,Yes
KD-042-R6,Cold Boxes (6L),Yes,Yes
KD-042-R6,GioStyle (4L),No,
KD-042-R6,Rush (3L),Yes,No
KD-042-R6,Ice Packs,Yes,Yes
KD-043-R1,Solar Refrigerators and Freezers,No,
KD-043-R1,Refrigerators,No,
KD-043-R1,Temperature Monitoring Devices,No,
KD-043-R1,Cold Boxes (6L),No,
KD-043-R1,GioStyle (4L),No,
KD-043-R1,Rush (3L),No,
KD-043-R1,Ice Packs,No,
KD-043-R2,Solar Refrigerators and Freezers,No,
KD-043-R2,Refrigerators,No,
KD-043-R2,Temperature Monitoring Devices,No,
KD-043-R2,Cold Boxes (6L),No,
KD-043-R2,GioStyle (4L),No,
KD-043-R2,Rush (3L),No,
KD-043-R2,Ice Packs,No,
KD-043-R3,Solar Refrigerators and Freezers,No,
KD-043-R3,Refrigerators,No,
KD-043-R3,Temperature Monitoring Devices,No,
KD-043-R3,Cold Boxes (6L),No,
KD-043-R3,GioStyle (4L),No,
KD-043-R3,Rush (3L),No,
KD-043-R3,Ice Packs,No,
KD-043-R4,Solar Refrigerators and Freezers,No,
KD-043-R4,Refrigerators,No,
KD-043-R4,Temperature Monitoring Devices,No,
KD-043-R4,Cold Boxes (6L),No,
KD-043-R4,GioStyle (4L),No,
KD-043-R4,Rush (3L),No,
KD-043-R4,Ice Packs,No,
KD-043-R5,Solar Refrigerators and Freezers,No,
KD-043-R5,Refrigerators,No,
KD-043-R5,Temperature Monitoring Devices,No,
KD-043-R5,Cold Boxes (6L),No,
KD-043-R5,GioStyle (4L),No,
KD-043-R5,Rush (3L),No,
KD-043-R5,Ice Packs,No,
KD-043-R6,Solar Refrigerators and Freezers,No,
KD-043-R6,Refrigerators,No,
KD-043-R6,Temperature Monitoring Devices,No,
KD-043-R6,Cold Boxes (6L),No,
KD-043-R6,GioStyle (4L),No,
KD-043-R6,Rush (3L),No,
KD-043-R6,Ice Packs,No,
KD-044-R1,Solar Refrigerators and Freezers,Yes,Yes
KD-044-R1,Refrigerators,No,
KD-044-R1,Temperature Monitoring Devices,Yes,No
KD-044-R1,Cold Boxes (6L),No,
KD-044-R1,GioStyle (4L),No,
KD-044-R1,Rush (3L),No,
KD-044-R1,Ice Packs,Yes,Yes
KD-044-R2,Solar Refrigerators and Freezers,Yes,Yes
KD-044-R2,Refrigerators,No,
KD-044-R2,Temperature Monitoring Devices,Yes,Yes
KD-044-R2,Cold Boxes (6L),No,
KD-044-R2,GioStyle (4L),No,
KD-044-R2,Rush (3L),No,
KD-044-R2,Ice Packs,Yes,Yes
KD-044-R3,Solar Refrigerators and Freezers,Yes,Yes
KD-044-R3,Refrigerators,No,
KD-044-R3,Temperature Monitoring Devices,Yes,Yes
KD-044-R3,Cold Boxes (6L),No,
KD-044-R3,GioStyle (4L),No,
KD-044-R3,Rush (3L),No,
KD-044-R3,Ice Packs,Yes,Yes
KD-044-R4,Solar Refrigerators and Freezers,Yes,Yes
KD-044-R4,Refrigerators,No,
KD-044-R4,Temperature Monitoring Devices,Yes,Yes
KD-044-R4,Cold Boxes (6L),No,
KD-044-R4,GioStyle (4L),No,
KD-044-R4,Rush (3L),No,
KD-044-R4,Ice Packs,Yes,Yes
KD-044-R5,Solar Refrigerators and Freezers,Yes,Yes
KD-044-R5,Refrigerators,No,
KD-044-R5,Temperature Monitoring Devices,Yes,Yes
KD-044-R5,Cold Boxes (6L),No,
KD-044-R5,GioStyle (4L),No,
KD-044-R5,Rush (3L),No,
KD-044-R5,Ice Packs,Yes,Yes
KD-044-R6,Solar Refrigerators and Freezers,Yes,Yes
KD-044-R6,Refrigerators,No,
KD-044-R6,Temperature Monitoring Devices,Yes,Yes
KD-044-R6,Cold Boxes (6L),No,
KD-044-R6,GioStyle (4L),No,
KD-044-R6,Rush (3L),No,
KD-044-R6,Ice Packs,Yes,Yes
KD-045-R1,Solar Refrigerators and Freezers,No,
KD-045-R1,Refrigerators,No,
KD-045-R1,Temperature Monitoring Devices,No,
KD-045-R1,Cold Boxes (6L),No,
KD-045-R1,GioStyle (4L),No,
KD-045-R1,Rush (3L),No,
KD-045-R1,Ice Packs,No,
KD-045-R2,Solar Refrigerators and Freezers,No,
KD-045-R2,Refrigerators,No,
KD-045-R2,Temperature Monitoring Devices,No,
KD-045-R2,Cold Boxes (6L),No,
KD-045-R2,GioStyle (4L),No,
KD-045-R2,Rush (3L),No,
KD-045-R2,Ice Packs,No,
KD-045-R3,Solar Refrigerators and Freezers,No,
KD-045-R3,Refrigerators,No,
KD-045-R3,Temperature Monitoring Devices,No,
KD-045-R3,Cold Boxes (6L),No,
KD-045-R3,GioStyle (4L),No,
KD-045-R3,Rush (3L),No,
KD-045-R3,Ice Packs,No,
KD-045-R4,Solar Refrigerators and Freezers,No,
KD-045-R4,Refrigerators,No,
KD-045-R4,Temperature Monitoring Devices,No,
KD-045-R4,Cold Boxes (6L),No,
KD-045-R4,GioStyle (4L),No,
KD-045-R4,Rush (3L),No,
KD-045-R4,Ice Packs,No,
KD-045-R5,Solar Refrigerators and Freezers,No,
KD-045-R5,Refrigerators,No,
KD-045-R5,Temperature Monitoring Devices,No,
KD-045-R5,Cold Boxes (6L),No,
KD-045-R5,GioStyle (4L),No,
KD-045-R5,Rush (3L),No,
KD-045-R5,Ice Packs,No,
KD-045-R6,Solar Refrigerators and Freezers,No,
KD-045-R6,Refrigerators,No,
KD-045-R6,Temperature Monitoring Devices,No,
KD-045-R6,Cold Boxes (6L),No,
KD-045-R6,GioStyle (4L),No,
KD-045-R6,Rush (3L),No,
KD-045-R6,Ice Packs,No,
KD-046-R1,Solar Refrigerators and Freezers,No,
KD-046-R1,Refrigerators,No,
KD-046-R1,Temperature Monitoring Devices,No,
KD-046-R1,Cold Boxes (6L),No,
KD-046-R1,GioStyle (4L),No,
KD-046-R1,Rush (3L),No,
KD-046-R1,Ice Packs,No,
KD-046-R2,Solar Refrigerators and Freezers,No,
KD-046-R2,Refrigerators,No,
KD-046-R2,Temperature Monitoring Devices,No,
KD-046-R2,Cold Boxes (6L),No,
KD-046-R2,GioStyle (4L),No,
KD-046-R2,Rush (3L),No,
KD-046-R2,Ice Packs,No,
KD-046-R3,Solar Refrigerators and Freezers,No,
KD-046-R3,Refrigerators,No,
KD-046-R3,Temperature Monitoring Devices,No,
KD-046-R3,Cold Boxes (6L),No,
KD-046-R3,GioStyle (4L),No,
KD-046-R3,Rush (3L),No,
KD-046-R3,Ice Packs,No,
KD-046-R4,Solar Refrigerators and Freezers,No,
KD-046-R4,Refrigerators,No,
KD-046-R4,Temperature Monitoring Devices,No,
KD-046-R4,Cold Boxes (6L),No,
KD-046-R4,GioStyle (4L),No,
KD-046-R4,Rush (3L),No,
KD-046-R4,Ice Packs,No,
KD-046-R5,Solar Refrigerators and Freezers,No,
KD-046-R5,Refrigerators,No,
KD-046-R5,Temperature Monitoring Devices,No,
KD-046-R5,Cold Boxes (6L),No,
KD-046-R5,GioStyle (4L),No,
KD-046-R5,Rush (3L),No,
KD-046-R5,Ice Packs,No,
KD-046-R6,Solar Refrigerators and Freezers,No,
KD-046-R6,Refrigerators,No,
KD-046-R6,Temperature Monitoring Devices,No,
KD-046-R6,Cold Boxes (6L),No,
KD-046-R6,GioStyle (4L),No,
KD-046-R6,Rush (3L),No,
KD-046-R6,Ice Packs,No,
KD-047-R1,Solar Refrigerators and Freezers,Yes,Yes
KD-047-R1,Refrigerators,Yes,Yes
KD-047-R1,Temperature Monitoring Devices,No,
KD-047-R1,Cold Boxes (6L),Yes,Yes
KD-047-R1,GioStyle (4L),Yes,Yes
KD-047-R1,Rush (3L),Yes,Yes
KD-047-R1,Ice Packs,Yes,Yes
KD-047-R2,Solar Refrigerators and Freezers,Yes,Yes
KD-047-R2,Refrigerators,Yes,Yes
KD-047-R2,Temperature Monitoring Devices,No,
KD-047-R2,Cold Boxes (6L),Yes,No
KD-047-R2,GioStyle (4L),Yes,Yes
KD-047-R2,Rush (3L),Yes,No
KD-047-R2,Ice Packs,Yes,Yes
KD-047-R3,Solar Refrigerators and Freezers,Yes,Yes
KD-047-R3,Refrigerators,Yes,Yes
KD-047-R3,Temperature Monitoring Devices,No,
KD-047-R3,Cold Boxes (6L),Yes,Yes
KD-047-R3,GioStyle (4L),Yes,Yes
KD-047-R3,Rush (3L),Yes,Yes
KD-047-R3,Ice Packs,Yes,Yes
KD-047-R4,Solar Refrigerators and Freezers,Yes,Yes
KD-047-R4,Refrigerators,Yes,Yes
KD-047-R4,Temperature Monitoring Devices,No,
KD-047-R4,Cold Boxes (6L),Yes,No
KD-047-R4,GioStyle (4L),Yes,Yes
KD-047-R4,Rush (3L),Yes,Yes
KD-047-R4,Ice Packs,Yes,Yes
KD-047-R5,Solar Refrigerators and Freezers,Yes,Yes
KD-047-R5,Refrigerators,Yes,Yes
KD-047-R5,Temperature Monitoring Devices,No,
KD-047-R5,Cold Boxes (6L),Yes,No
KD-047-R5,GioStyle (4L),Yes,Yes
KD-047-R5,Rush (3L),Yes,Yes
KD-047-R5,Ice Packs,Yes,Yes
KD-047-R6,Solar Refrigerators and Freezers,Yes,Yes
KD-047-R6,Refrigerators,Yes,Yes
KD-047-R6,Temperature Monitoring Devices,No,
KD-047-R6,Cold Boxes (6L),Yes,No
KD-047-R6,GioStyle (4L),Yes,No
KD-047-R6,Rush (3L),Yes,Yes
KD-047-R6,Ice Packs,Yes,Yes
KD-048-R1,Solar Refrigerators and Freezers,Yes,Yes
KD-048-R1,Refrigerators,No,
KD-048-R1,Temperature Monitoring Devices,Yes,Yes
KD-048-R1,Cold Boxes (6L),Yes,Yes
KD-048-R1,GioStyle (4L),Yes,Yes
KD-048-R1,Rush (3L),No,
KD-048-R1,Ice Packs,Yes,No
KD-048-R2,Solar Refrigerators and Freezers,Yes,No
KD-048-R2,Refrigerators,No,
KD-048-R2,Temperature Monitoring Devices,Yes,Yes
KD-048-R2,Cold Boxes (6L),Yes,Yes
KD-048-R2,GioStyle (4L),Yes,Yes
KD-048-R2,Rush (3L),No,
KD-048-R2,Ice Packs,Yes,No
KD-048-R3,Solar Refrigerators and Freezers,Yes,Yes
KD-048-R3,Refrigerators,No,
KD-048-R3,Temperature Monitoring Devices,Yes,Yes
KD-048-R3,Cold Boxes (6L),Yes,Yes
KD-048-R3,GioStyle (4L),Yes,Yes
KD-048-R3,Rush (3L),No,
KD-048-R3,Ice Packs,Yes,No
KD-048-R4,Solar Refrigerators and Freezers,Yes,Yes
KD-048-R4,Refrigerators,No,
KD-048-R4,Temperature Monitoring Devices,Yes,Yes
KD-048-R4,Cold Boxes (6L),Yes,Yes
KD-048-R4,GioStyle (4L),Yes,Yes
KD-048-R4,Rush (3L),No,
KD-048-R4,Ice Packs,Yes,Yes
KD-048-R5,Solar Refrigerators and Freezers,Yes,Yes
KD-048-R5,Refrigerators,No,
KD-048-R5,Temperature Monitoring Devices,Yes,No
KD-048-R5,Cold Boxes (6L),Yes,No
KD-048-R5,GioStyle (4L),Yes,Yes
KD-048-R5,Rush (3L),No,
KD-048-R5,Ice Packs,Yes,No
KD-048-R6,Solar Refrigerators and Freezers,Yes,Yes
KD-048-R6,Refrigerators,No,
KD-048-R6,Temperature Monitoring Devices,Yes,Yes
KD-048-R6,Cold Boxes (6L),Yes,No
KD-048-R6,GioStyle (4L),Yes,Yes
KD-048-R6,Rush (3L),No,
KD-048-R6,Ice Packs,Yes,No
KD-049-R1,Solar Refrigerators and Freezers,Yes,Yes
KD-049-R1,Refrigerators,No,
KD-049-R1,Temperature Monitoring Devices,Yes,Yes
KD-049-R1,Cold Boxes (6L),Yes,Yes
KD-049-R1,GioStyle (4L),Yes,No
KD-049-R1,Rush (3L),No,
KD-049-R1,Ice Packs,Yes,Yes
KD-049-R2,Solar Refrigerators and Freezers,Yes,Yes
KD-049-R2,Refrigerators,No,
KD-049-R2,Temperature Monitoring Devices,Yes,Yes
KD-049-R2,Cold Boxes (6L),Yes,Yes
KD-049-R2,GioStyle (4L),Yes,Yes
KD-049-R2,Rush (3L),No,
KD-049-R2,Ice Packs,Yes,Yes
KD-049-R3,Solar Refrigerators and Freezers,Yes,No
KD-049-R3,Refrigerators,No,
KD-049-R3,Temperature Monitoring Devices,Yes,Yes
KD-049-R3,Cold Boxes (6L),Yes,Yes
KD-049-R3,GioStyle (4L),Yes,Yes
KD-049-R3,Rush (3L),No,
KD-049-R3,Ice Packs,Yes,Yes
KD-049-R4,Solar Refrigerators and Freezers,Yes,Yes
KD-049-R4,Refrigerators,No,
KD-049-R4,Temperature Monitoring Devices,Yes,No
KD-049-R4,Cold Boxes (6L),Yes,Yes
KD-049-R4,GioStyle (4L),Yes,Yes
KD-049-R4,Rush (3L),No,
KD-049-R4,Ice Packs,Yes,Yes
KD-049-R5,Solar Refrigerators and Freezers,Yes,Yes
KD-049-R5,Refrigerators,No,
KD-049-R5,Temperature Monitoring Devices,Yes,Yes
KD-049-R5,Cold Boxes (6L),Yes,No
KD-049-R5,GioStyle (4L),Yes,Yes
KD-049-R5,Rush (3L),No,
KD-049-R5,Ice Packs,Yes,No
KD-049-R6,Solar Refrigerators and Freezers,Yes,Yes
KD-049-R6,Refrigerators,No,
KD-049-R6,Temperature Monitoring Devices,Yes,Yes
KD-049-R6,Cold Boxes (6L),Yes,Yes
KD-049-R6,GioStyle (4L),Yes,Yes
KD-049-R6,Rush (3L),No,
KD-049-R6,Ice Packs,Yes,Yes
KD-050-R1,Solar Refrigerators and Freezers,Yes,No
KD-050-R1,Refrigerators,No,
KD-050-R1,Temperature Monitoring Devices,Yes,Yes
KD-050-R1,Cold Boxes (6L),Yes,Yes
KD-050-R1,GioStyle (4L),No,
KD-050-R1,Rush (3L),No,
KD-050-R1,Ice Packs,Yes,Yes
KD-050-R2,Solar Refrigerators and Freezers,Yes,No
KD-050-R2,Refrigerators,No,
KD-050-R2,Temperature Monitoring Devices,Yes,Yes
KD-050-R2,Cold Boxes (6L),Yes,Yes
KD-050-R2,GioStyle (4L),No,
KD-050-R2,Rush (3L),No,
KD-050-R2,Ice Packs,Yes,Yes
KD-050-R3,Solar Refrigerators and Freezers,Yes,Yes
KD-050-R3,Refrigerators,No,
KD-050-R3,Temperature Monitoring Devices,Yes,Yes
KD-050-R3,Cold Boxes (6L),Yes,Yes
KD-050-R3,GioStyle (4L),No,
KD-050-R3,Rush (3L),No,
KD-050-R3,Ice Packs,Yes,Yes
KD-050-R4,Solar Refrigerators and Freezers,Yes,No
KD-050-R4,Refrigerators,No,
KD-050-R4,Temperature Monitoring Devices,Yes,Yes
KD-050-R4,Cold Boxes (6L),Yes,Yes
KD-050-R4,GioStyle (4L),No,
KD-050-R4,Rush (3L),No,
KD-050-R4,Ice Packs,Yes,Yes
KD-050-R5,Solar Refrigerators and Freezers,Yes,Yes
KD-050-R5,Refrigerators,No,
KD-050-R5,Temperature Monitoring Devices,Yes,Yes
KD-050-R5,Cold Boxes (6L),Yes,Yes
KD-050-R5,GioStyle (4L),No,
KD-050-R5,Rush (3L),No,
KD-050-R5,Ice Packs,Yes,Yes
KD-050-R6,Solar Refrigerators and Freezers,Yes,Yes
KD-050-R6,Refrigerators,No,
KD-050-R6,Temperature Monitoring Devices,Yes,Yes
KD-050-R6,Cold Boxes (6L),Yes,Yes
