visit_id,cadre,total_staff,permanent,adhoc_a,adhoc_b,volunteer,scheduled_morning,scheduled_afternoon,scheduled_evening,scheduled_off,scheduled_leave,present_today,permanent_present_today,permanent_absent_unscheduled
KD-027-R2,CHEW,2,2,0,0,0,2,0,0,0,0,2,2,0
KD-027-R2,JCHEW,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-027-R2,Medical Lab Technician,1,0,0,0,1,0,0,0,0,0,1,0,0
KD-027-R2,Medical Records Officer,1,0,0,0,1,0,0,0,0,0,0,0,0
KD-027-R2,Pharmacy Technician,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-027-R2,Environmental Health Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-027-R3,Medical Officer,1,0,1,0,0,0,0,0,0,0,1,0,0
KD-027-R3,Nurse/Midwife,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-027-R3,CHO,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-027-R3,CHEW,2,2,0,0,0,2,0,0,0,0,0,0,2
KD-027-R3,JCHEW,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-027-R3,Medical Lab Technician,1,0,0,0,1,0,0,0,0,0,1,0,0
KD-027-R3,Medical Records Officer,1,0,0,0,1,0,0,0,0,0,1,0,0
KD-027-R3,Pharmacy Technician,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-027-R3,Environmental Health Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-027-R4,Medical Officer,1,0,1,0,0,0,0,0,0,0,0,0,0
KD-027-R4,Nurse/Midwife,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-027-R4,CHO,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-027-R4,CHEW,2,2,0,0,0,1,0,0,1,0,0,0,1
KD-027-R4,JCHEW,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-027-R4,Medical Lab Technician,1,0,0,0,1,0,0,0,0,0,0,0,0
KD-027-R4,Medical Records Officer,1,0,0,0,1,0,0,0,0,0,0,0,0
KD-027-R4,Pharmacy Technician,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-027-R4,Environmental Health Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-027-R5,Medical Officer,1,0,1,0,0,0,0,0,0,0,1,0,0
KD-027-R5,Nurse/Midwife,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-027-R5,CHO,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-027-R5,CHEW,2,2,0,0,0,2,0,0,0,0,1,1,1
KD-027-R5,JCHEW,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-027-R5,Medical Lab Technician,1,0,0,0,1,0,0,0,0,0,1,0,0
KD-027-R5,Medical Records Officer,1,0,0,0,1,0,0,0,0,0,0,0,0
KD-027-R5,Pharmacy Technician,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-027-R5,Environmental Health Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-027-R6,Medical Officer,1,0,1,0,0,0,0,0,0,0,1,0,0
KD-027-R6,Nurse/Midwife,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-027-R6,CHO,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-027-R6,CHEW,2,2,0,0,0,2,0,0,0,0,1,1,1
KD-027-R6,JCHEW,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-027-R6,Medical Lab Technician,1,0,0,0,1,0,0,0,0,0,0,0,0
KD-027-R6,Medical Records Officer,1,0,0,0,1,0,0,0,0,0,0,0,0
KD-027-R6,Pharmacy Technician,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-027-R6,Environmental Health Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-028-R1,Medical Officer,1,1,0,0,0,0,0,0,1,0,0,0,0
KD-028-R1,Nurse/Midwife,4,3,0,1,0,1,0,0,1,1,1,1,0
KD-028-R1,CHO,1,1,0,0,0,1,0,0,0,0,1,1,0
KD-028-R1,CHEW,10,6,2,2,0,3,1,1,0,1,3,2,3
KD-028-R1,JCHEW,9,3,4,0,2,2,0,1,0,0,4,1,2
KD-028-R1,Medical Lab Technician,1,0,0,1,0,0,0,0,0,0,1,0,0
KD-028-R1,Medical Records Officer,3,2,0,0,1,2,0,0,0,0,1,1,1
KD-028-R1,Pharmacy Technician,1,1,0,0,0,1,0,0,0,0,1,1,0
KD-028-R1,Environmental Health Officer,2,2,0,0,0,2,0,0,0,0,1,1,1
KD-028-R2,Medical Officer,1,1,0,0,0,1,0,0,0,0,1,1,0
KD-028-R2,Nurse/Midwife,4,3,0,1,0,2,0,0,1,0,1,0,2
KD-028-R2,CHO,1,1,0,0,0,1,0,0,0,0,1,1,0
KD-028-R2,CHEW,10,6,2,2,0,3,1,2,0,0,3,3,3
KD-028-R2,JCHEW,9,3,4,0,2,2,0,1,0,0,5,2,1
KD-028-R2,Medical Lab Technician,1,0,0,1,0,0,0,0,0,0,1,0,0
KD-028-R2,Medical Records Officer,3,2,0,0,1,2,0,0,0,0,2,1,1
KD-028-R2,Pharmacy Technician,1,1,0,0,0,1,0,0,0,0,1,1,0
KD-028-R2,Environmental Health Officer,2,2,0,0,0,2,0,0,0,0,1,1,1
KD-028-R3,Medical Officer,1,1,0,0,0,1,0,0,0,0,0,0,1
KD-028-R3,Nurse/Midwife,4,3,0,1,0,2,0,0,1,0,1,1,1
KD-028-R3,CHO,1,1,0,0,0,1,0,0,0,0,1,1,0
KD-028-R3,CHEW,10,6,2,2,0,2,1,1,1,1,4,3,1
KD-028-R3,JCHEW,9,3,4,0,2,2,0,1,0,0,5,2,1
KD-028-R3,Medical Lab Technician,1,0,0,1,0,0,0,0,0,0,1,0,0
KD-028-R3,Medical Records Officer,3,2,0,0,1,1,0,0,0,1,0,0,1
KD-028-R3,Pharmacy Technician,1,1,0,0,0,1,0,0,0,0,1,1,0
KD-028-R3,Environmental Health Officer,2,2,0,0,0,2,0,0,0,0,2,2,0
KD-028-R4,Medical Officer,1,1,0,0,0,1,0,0,0,0,0,0,1
KD-028-R4,Nurse/Midwife,4,3,0,1,0,2,0,1,0,0,3,2,1
KD-028-R4,CHO,1,1,0,0,0,1,0,0,0,0,1,1,0
KD-028-R4,CHEW,10,6,2,2,0,3,1,2,0,0,1,1,5
KD-028-R4,JCHEW,9,3,4,0,2,2,0,1,0,0,2,0,3
KD-028-R4,Medical Lab Technician,1,0,0,1,0,0,0,0,0,0,0,0,0
KD-028-R4,Medical Records Officer,3,2,0,0,1,2,0,0,0,0,1,1,1
KD-028-R4,Pharmacy Technician,1,1,0,0,0,1,0,0,0,0,0,0,1
KD-028-R4,Environmental Health Officer,2,2,0,0,0,2,0,0,0,0,2,2,0
KD-028-R5,Medical Officer,1,1,0,0,0,1,0,0,0,0,0,0,1
KD-028-R5,Nurse/Midwife,4,3,0,1,0,2,0,1,0,0,1,1,2
KD-028-R5,CHO,1,1,0,0,0,1,0,0,0,0,0,0,1
KD-028-R5,CHEW,10,6,2,2,0,3,1,1,0,1,7,4,1
KD-028-R5,JCHEW,9,3,4,0,2,2,0,0,1,0,2,0,2
KD-028-R5,Medical Lab Technician,1,0,0,1,0,0,0,0,0,0,1,0,0
KD-028-R5,Medical Records Officer,3,2,0,0,1,1,0,0,1,0,1,1,0
KD-028-R5,Pharmacy Technician,1,1,0,0,0,1,0,0,0,0,1,1,0
KD-028-R5,Environmental Health Officer,2,2,0,0,0,2,0,0,0,0,1,1,1
KD-028-R6,Medical Officer,1,1,0,0,0,0,0,0,1,0,0,0,0
KD-028-R6,Nurse/Midwife,4,3,0,1,0,2,0,1,0,0,1,1,2
KD-028-R6,CHO,1,1,0,0,0,0,0,0,1,0,0,0,0
KD-028-R6,CHEW,10,6,2,2,0,3,1,2,0,0,3,1,5
KD-028-R6,JCHEW,9,3,4,0,2,2,0,0,1,0,1,0,2
KD-028-R6,Medical Lab Technician,1,0,0,1,0,0,0,0,0,0,0,0,0
KD-028-R6,Medical Records Officer,3,2,0,0,1,2,0,0,0,0,1,1,1
KD-028-R6,Pharmacy Technician,1,1,0,0,0,1,0,0,0,0,0,0,1
KD-028-R6,Environmental Health Officer,2,2,0,0,0,2,0,0,0,0,0,0,2
KD-029-R1,Medical Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-029-R1,Nurse/Midwife,4,3,0,1,0,2,0,0,0,1,0,0,2
KD-029-R1,CHO,3,2,1,0,0,2,0,0,0,0,0,0,2
KD-029-R1,CHEW,12,8,1,1,2,4,2,1,1,0,4,3,4
KD-029-R1,JCHEW,4,2,0,1,1,2,0,0,0,0,1,1,1
KD-029-R1,Medical Lab Technician,1,0,0,1,0,0,0,0,0,0,0,0,0
KD-029-R1,Medical Records Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-029-R1,Pharmacy Technician,1,1,0,0,0,1,0,0,0,0,1,1,0
KD-029-R1,Environmental Health Officer,2,1,0,0,1,1,0,0,0,0,0,0,1
KD-029-R2,Medical Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-029-R2,Nurse/Midwife,4,3,0,1,0,2,0,1,0,0,2,2,1
KD-029-R2,CHO,3,2,1,0,0,1,0,0,0,1,2,1,0
KD-029-R2,CHEW,12,8,1,1,2,3,1,2,2,0,5,5,1
KD-029-R2,JCHEW,4,2,0,1,1,2,0,0,0,0,3,1,1
KD-029-R2,Medical Lab Technician,1,0,0,1,0,0,0,0,0,0,0,0,0
KD-029-R2,Medical Records Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-029-R2,Pharmacy Technician,1,1,0,0,0,1,0,0,0,0,1,1,0
KD-029-R2,Environmental Health Officer,2,1,0,0,1,1,0,0,0,0,1,1,0
KD-029-R3,Medical Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-029-R3,Nurse/Midwife,4,3,0,1,0,2,0,0,1,0,0,0,2
KD-029-R3,CHO,3,2,1,0,0,2,0,0,0,0,0,0,2
KD-029-R3,CHEW,12,8,1,1,2,3,1,2,2,0,4,3,3
KD-029-R3,JCHEW,4,2,0,1,1,2,0,0,0,0,1,0,2
KD-029-R3,Medical Lab Technician,1,0,0,1,0,0,0,0,0,0,1,0,0
KD-029-R3,Medical Records Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-029-R3,Pharmacy Technician,1,1,0,0,0,1,0,0,0,0,0,0,1
KD-029-R3,Environmental Health Officer,2,1,0,0,1,1,0,0,0,0,1,0,1
KD-029-R4,Medical Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-029-R4,Nurse/Midwife,4,3,0,1,0,2,0,0,1,0,0,0,2
KD-029-R4,CHO,3,2,1,0,0,2,0,0,0,0,2,1,1
KD-029-R4,CHEW,12,8,1,1,2,3,1,2,1,1,4,2,4
KD-029-R4,JCHEW,4,2,0,1,1,2,0,0,0,0,1,0,2
KD-029-R4,Medical Lab Technician,1,0,0,1,0,0,0,0,0,0,0,0,0
KD-029-R4,Medical Records Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-029-R4,Pharmacy Technician,1,1,0,0,0,0,0,0,1,0,0,0,0
KD-029-R4,Environmental Health Officer,2,1,0,0,1,1,0,0,0,0,1,0,1
KD-029-R5,Medical Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-029-R5,Nurse/Midwife,4,3,0,1,0,2,0,0,1,0,0,0,2
KD-029-R5,CHO,3,2,1,0,0,2,0,0,0,0,1,0,2
KD-029-R5,CHEW,12,8,1,1,2,3,1,2,2,0,6,5,1
KD-029-R5,JCHEW,4,2,0,1,1,2,0,0,0,0,4,2,0
KD-029-R5,Medical Lab Technician,1,0,0,1,0,0,0,0,0,0,1,0,0
KD-029-R5,Medical Records Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-029-R5,Pharmacy Technician,1,1,0,0,0,1,0,0,0,0,1,1,0
KD-029-R5,Environmental Health Officer,2,1,0,0,1,1,0,0,0,0,0,0,1
KD-029-R6,Medical Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-029-R6,Nurse/Midwife,4,3,0,1,0,2,0,1,0,0,3,3,0
KD-029-R6,CHO,3,2,1,0,0,0,0,0,1,1,0,0,0
KD-029-R6,CHEW,12,8,1,1,2,4,2,1,1,0,9,6,1
KD-029-R6,JCHEW,4,2,0,1,1,2,0,0,0,0,4,2,0
KD-029-R6,Medical Lab Technician,1,0,0,1,0,0,0,0,0,0,0,0,0
KD-029-R6,Medical Records Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-029-R6,Pharmacy Technician,1,1,0,0,0,0,0,0,1,0,0,0,0
KD-029-R6,Environmental Health Officer,2,1,0,0,1,0,0,0,0,1,0,0,0
KD-030-R1,Medical Officer,1,1,0,0,0,0,0,0,1,0,0,0,0
KD-030-R1,Nurse/Midwife,7,4,1,2,0,2,1,1,0,0,4,1,3
KD-030-R1,CHO,3,3,0,0,0,2,0,1,0,0,3,3,0
KD-030-R1,CHEW,5,2,0,0,3,2,0,0,0,0,2,0,2
KD-030-R1,JCHEW,4,2,1,0,1,2,0,0,0,0,2,1,1
KD-030-R1,Medical Lab Technician,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-030-R1,Medical Records Officer,1,0,0,0,1,0,0,0,0,0,1,0,0
KD-030-R1,Pharmacy Technician,1,0,0,1,0,0,0,0,0,0,1,0,0
KD-030-R1,Environmental Health Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-030-R2,Medical Officer,1,1,0,0,0,1,0,0,0,0,0,0,1
KD-030-R2,Nurse/Midwife,7,4,1,2,0,2,1,1,0,0,4,3,1
KD-030-R2,CHO,3,3,0,0,0,2,0,0,0,1,1,1,1
KD-030-R2,CHEW,5,2,0,0,3,1,0,0,1,0,2,0,1
KD-030-R2,JCHEW,4,2,1,0,1,1,0,0,1,0,2,1,0
KD-030-R2,Medical Lab Technician,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-030-R2,Medical Records Officer,1,0,0,0,1,0,0,0,0,0,1,0,0
KD-030-R2,Pharmacy Technician,1,0,0,1,0,0,0,0,0,0,0,0,0
KD-030-R2,Environmental Health Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-030-R3,Medical Officer,1,1,0,0,0,1,0,0,0,0,1,1,0
KD-030-R3,Nurse/Midwife,7,4,1,2,0,2,1,1,0,0,2,1,3
KD-030-R3,CHO,3,3,0,0,0,2,0,1,0,0,2,2,1
KD-030-R3,CHEW,5,2,0,0,3,2,0,0,0,0,1,0,2
KD-030-R3,JCHEW,4,2,1,0,1,1,0,0,0,1,1,1,0
KD-030-R3,Medical Lab Technician,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-030-R3,Medical Records Officer,1,0,0,0,1,0,0,0,0,0,0,0,0
KD-030-R3,Pharmacy Technician,1,0,0,1,0,0,0,0,0,0,0,0,0
KD-030-R3,Environmental Health Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-030-R4,Medical Officer,1,1,0,0,0,1,0,0,0,0,0,0,1
KD-030-R4,Nurse/Midwife,7,4,1,2,0,2,1,1,0,0,4,1,3
KD-030-R4,CHO,3,3,0,0,0,2,0,1,0,0,2,2,1
KD-030-R4,CHEW,5,2,0,0,3,2,0,0,0,0,3,1,1
KD-030-R4,JCHEW,4,2,1,0,1,2,0,0,0,0,1,1,1
KD-030-R4,Medical Lab Technician,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-030-R4,Medical Records Officer,1,0,0,0,1,0,0,0,0,0,0,0,0
KD-030-R4,Pharmacy Technician,1,0,0,1,0,0,0,0,0,0,1,0,0
KD-030-R4,Environmental Health Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-030-R5,Medical Officer,1,1,0,0,0,0,0,0,1,0,0,0,0
KD-030-R5,Nurse/Midwife,7,4,1,2,0,2,0,1,1,0,3,2,1
KD-030-R5,CHO,3,3,0,0,0,2,0,0,1,0,0,0,2
KD-030-R5,CHEW,5,2,0,0,3,1,0,0,1,0,2,1,0
KD-030-R5,JCHEW,4,2,1,0,1,1,0,0,1,0,0,0,1
KD-030-R5,Medical Lab Technician,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-030-R5,Medical Records Officer,1,0,0,0,1,0,0,0,0,0,1,0,0
KD-030-R5,Pharmacy Technician,1,0,0,1,0,0,0,0,0,0,1,0,0
KD-030-R5,Environmental Health Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-030-R6,Medical Officer,1,1,0,0,0,1,0,0,0,0,0,0,1
KD-030-R6,Nurse/Midwife,7,4,1,2,0,2,0,1,1,0,2,2,1
KD-030-R6,CHO,3,3,0,0,0,1,0,0,0,2,0,0,1
KD-030-R6,CHEW,5,2,0,0,3,1,0,0,0,1,1,0,1
KD-030-R6,JCHEW,4,2,1,0,1,2,0,0,0,0,0,0,2
KD-030-R6,Medical Lab Technician,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-030-R6,Medical Records Officer,1,0,0,0,1,0,0,0,0,0,0,0,0
KD-030-R6,Pharmacy Technician,1,0,0,1,0,0,0,0,0,0,0,0,0
KD-030-R6,Environmental Health Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-031-R1,Medical Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-031-R1,Nurse/Midwife,4,2,1,1,0,2,0,0,0,0,2,1,1
KD-031-R1,CHO,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-031-R1,CHEW,2,2,0,0,0,2,0,0,0,0,2,2,0
KD-031-R1,JCHEW,4,4,0,0,0,2,0,1,1,0,3,3,0
KD-031-R1,Medical Lab Technician,1,1,0,0,0,1,0,0,0,0,1,1,0
KD-031-R1,Medical Records Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-031-R1,Pharmacy Technician,2,1,0,1,0,0,0,0,1,0,1,0,0
KD-031-R1,Environmental Health Officer,2,1,0,0,1,1,0,0,0,0,1,0,1
KD-031-R2,Medical Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-031-R2,Nurse/Midwife,4,2,1,1,0,2,0,0,0,0,3,2,0
KD-031-R2,CHO,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-031-R2,CHEW,2,2,0,0,0,2,0,0,0,0,1,1,1
KD-031-R2,JCHEW,4,4,0,0,0,2,1,1,0,0,1,1,3
KD-031-R2,Medical Lab Technician,1,1,0,0,0,1,0,0,0,0,0,0,1
KD-031-R2,Medical Records Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-031-R2,Pharmacy Technician,2,1,0,1,0,1,0,0,0,0,2,1,0
KD-031-R2,Environmental Health Officer,2,1,0,0,1,1,0,0,0,0,1,1,0
KD-031-R3,Medical Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-031-R3,Nurse/Midwife,4,2,1,1,0,0,0,0,0,2,1,0,0
KD-031-R3,CHO,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-031-R3,CHEW,2,2,0,0,0,2,0,0,0,0,2,2,0
KD-031-R3,JCHEW,4,4,0,0,0,1,0,0,2,1,0,0,1
KD-031-R3,Medical Lab Technician,1,1,0,0,0,1,0,0,0,0,0,0,1
KD-031-R3,Medical Records Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-031-R3,Pharmacy Technician,2,1,0,1,0,1,0,0,0,0,0,0,1
KD-031-R3,Environmental Health Officer,2,1,0,0,1,1,0,0,0,0,1,1,0
KD-031-R4,Medical Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-031-R4,Nurse/Midwife,4,2,1,1,0,2,0,0,0,0,2,1,1
KD-031-R4,CHO,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-031-R4,CHEW,2,2,0,0,0,2,0,0,0,0,1,1,1
KD-031-R4,JCHEW,4,4,0,0,0,2,0,1,1,0,1,1,2
KD-031-R4,Medical Lab Technician,1,1,0,0,0,0,0,0,1,0,0,0,0
KD-031-R4,Medical Records Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-031-R4,Pharmacy Technician,2,1,0,1,0,1,0,0,0,0,1,0,1
KD-031-R4,Environmental Health Officer,2,1,0,0,1,1,0,0,0,0,0,0,1
KD-031-R5,Medical Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-031-R5,Nurse/Midwife,4,2,1,1,0,2,0,0,0,0,1,1,1
KD-031-R5,CHO,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-031-R5,CHEW,2,2,0,0,0,2,0,0,0,0,1,1,1
KD-031-R5,JCHEW,4,4,0,0,0,2,0,1,0,1,3,3,0
KD-031-R5,Medical Lab Technician,1,1,0,0,0,1,0,0,0,0,0,0,1
KD-031-R5,Medical Records Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-031-R5,Pharmacy Technician,2,1,0,1,0,0,0,0,1,0,1,0,0
KD-031-R5,Environmental Health Officer,2,1,0,0,1,1,0,0,0,0,2,1,0
KD-031-R6,Medical Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-031-R6,Nurse/Midwife,4,2,1,1,0,2,0,0,0,0,2,0,2
KD-031-R6,CHO,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-031-R6,CHEW,2,2,0,0,0,1,0,0,1,0,1,1,0
KD-031-R6,JCHEW,4,4,0,0,0,2,1,1,0,0,2,2,2
KD-031-R6,Medical Lab Technician,1,1,0,0,0,1,0,0,0,0,1,1,0
KD-031-R6,Medical Records Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-031-R6,Pharmacy Technician,2,1,0,1,0,0,0,0,1,0,0,0,0
KD-031-R6,Environmental Health Officer,2,1,0,0,1,1,0,0,0,0,2,1,0
KD-032-R1,Medical Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-032-R1,Nurse/Midwife,1,1,0,0,0,1,0,0,0,0,1,1,0
KD-032-R1,CHO,1,1,0,0,0,1,0,0,0,0,1,1,0
KD-032-R1,CHEW,3,1,0,0,2,1,0,0,0,0,0,0,1
KD-032-R1,JCHEW,2,2,0,0,0,1,0,0,0,1,0,0,1
KD-032-R1,Medical Lab Technician,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-032-R1,Medical Records Officer,2,0,0,0,2,0,0,0,0,0,0,0,0
KD-032-R1,Pharmacy Technician,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-032-R1,Environmental Health Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-032-R2,Medical Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-032-R2,Nurse/Midwife,1,1,0,0,0,1,0,0,0,0,1,1,0
KD-032-R2,CHO,1,1,0,0,0,0,0,0,1,0,0,0,0
KD-032-R2,CHEW,3,1,0,0,2,1,0,0,0,0,1,0,1
KD-032-R2,JCHEW,2,2,0,0,0,1,0,0,0,1,1,1,0
KD-032-R2,Medical Lab Technician,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-032-R2,Medical Records Officer,2,0,0,0,2,0,0,0,0,0,0,0,0
KD-032-R2,Pharmacy Technician,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-032-R2,Environmental Health Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-032-R3,Medical Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-032-R3,Nurse/Midwife,1,1,0,0,0,1,0,0,0,0,0,0,1
KD-032-R3,CHO,1,1,0,0,0,1,0,0,0,0,1,1,0
KD-032-R3,CHEW,3,1,0,0,2,1,0,0,0,0,2,1,0
KD-032-R3,JCHEW,2,2,0,0,0,2,0,0,0,0,2,2,0
KD-032-R3,Medical Lab Technician,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-032-R3,Medical Records Officer,2,0,0,0,2,0,0,0,0,0,2,0,0
KD-032-R3,Pharmacy Technician,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-032-R3,Environmental Health Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-032-R4,Medical Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-032-R4,Nurse/Midwife,1,1,0,0,0,1,0,0,0,0,0,0,1
KD-032-R4,CHO,1,1,0,0,0,1,0,0,0,0,1,1,0
KD-032-R4,CHEW,3,1,0,0,2,1,0,0,0,0,1,1,0
KD-032-R4,JCHEW,2,2,0,0,0,1,0,0,0,1,1,1,0
KD-032-R4,Medical Lab Technician,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-032-R4,Medical Records Officer,2,0,0,0,2,0,0,0,0,0,1,0,0
KD-032-R4,Pharmacy Technician,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-032-R4,Environmental Health Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-032-R5,Medical Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-032-R5,Nurse/Midwife,1,1,0,0,0,1,0,0,0,0,1,1,0
KD-032-R5,CHO,1,1,0,0,0,1,0,0,0,0,1,1,0
KD-032-R5,CHEW,3,1,0,0,2,1,0,0,0,0,2,0,1
KD-032-R5,JCHEW,2,2,0,0,0,2,0,0,0,0,1,1,1
KD-032-R5,Medical Lab Technician,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-032-R5,Medical Records Officer,2,0,0,0,2,0,0,0,0,0,0,0,0
KD-032-R5,Pharmacy Technician,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-032-R5,Environmental Health Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-032-R6,Medical Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-032-R6,Nurse/Midwife,1,1,0,0,0,1,0,0,0,0,0,0,1
KD-032-R6,CHO,1,1,0,0,0,1,0,0,0,0,0,0,1
KD-032-R6,CHEW,3,1,0,0,2,1,0,0,0,0,1,0,1
KD-032-R6,JCHEW,2,2,0,0,0,2,0,0,0,0,0,0,2
KD-032-R6,Medical Lab Technician,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-032-R6,Medical Records Officer,2,0,0,0,2,0,0,0,0,0,1,0,0
KD-032-R6,Pharmacy Technician,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-032-R6,Environmental Health Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-033-R1,Medical Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-033-R1,Nurse/Midwife,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-033-R1,CHO,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-033-R1,CHEW,11,7,4,0,0,2,1,1,2,1,6,3,1
KD-033-R1,JCHEW,1,0,0,0,1,0,0,0,0,0,0,0,0
KD-033-R1,Medical Lab Technician,1,0,0,0,1,0,0,0,0,0,1,0,0
KD-033-R1,Medical Records Officer,1,0,0,0,1,0,0,0,0,0,1,0,0
KD-033-R1,Pharmacy Technician,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-033-R1,Environmental Health Officer,2,1,0,0,1,1,0,0,0,0,2,1,0
KD-033-R2,Medical Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-033-R2,Nurse/Midwife,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-033-R2,CHO,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-033-R2,CHEW,11,7,4,0,0,3,1,2,0,1,8,6,0
KD-033-R2,JCHEW,1,0,0,0,1,0,0,0,0,0,1,0,0
KD-033-R2,Medical Lab Technician,1,0,0,0,1,0,0,0,0,0,1,0,0
KD-033-R2,Medical Records Officer,1,0,0,0,1,0,0,0,0,0,1,0,0
KD-033-R2,Pharmacy Technician,0,0,0,0,0,0,0,0,0,0,0,0,0
KD-033-R2,Environmental Health Officer,2,1,0,0,1,1,0,0,0,0,1,1,0
KD-033-R3,Medical Officer,0,0,0,0,0,0,0,0,0,0,0,0,0
