visit_id,vaccine,in_stock,opening_balance_doses,doses_received,current_balance_doses,doses_used,supplier,physically_verified,most_dispensed_this_week,reason_most_dispensed
KD-048-R2,MCV,Yes,9,25,20,14,KDHSMA,Yes,Yes,Outreach session held this week
KD-048-R2,OPV,Yes,129,0,84,45,LGA,Yes,Yes,Scheduled routine immunization session
KD-048-R2,YF,Yes,26,33,47,12,LGA,Yes,No,
KD-048-R2,PENTA,Yes,50,0,16,34,LGA,Yes,No,
KD-048-R2,ROTA,Yes,0,49,29,20,LGA,No,No,
KD-048-R2,PCV,No,0,0,0,0,LGA,No,No,
KD-048-R3,BCG,No,18,0,0,18,Zipline,No,Yes,Catch-up campaign
KD-048-R3,HPV,Yes,1,22,19,4,LGA,Yes,No,
KD-048-R3,IPV,No,0,0,0,0,LGA,No,Yes,Scheduled routine immunization session
KD-048-R3,MR,No,2,0,0,2,Zipline,No,No,
KD-048-R3,MEN A,No,0,0,0,0,LGA,No,No,
KD-048-R3,MCV,Yes,20,0,5,15,KDHSMA,Yes,Yes,Scheduled routine immunization session
KD-048-R3,OPV,Yes,84,72,107,49,LGA,Yes,Yes,High birth cohort this week
KD-048-R3,YF,Yes,47,24,46,25,LGA,Yes,Yes,Scheduled routine immunization session
KD-048-R3,PENTA,No,16,0,0,16,KDHSMA,No,Yes,Scheduled routine immunization session
KD-048-R3,ROTA,Yes,29,0,2,27,LGA,Yes,No,
KD-048-R3,PCV,No,0,0,0,0,KDHSMA,No,Yes,Scheduled routine immunization session
KD-048-R4,BCG,No,0,0,0,0,LGA,No,No,
KD-048-R4,HPV,Yes,19,15,26,8,LGA,Yes,No,
KD-048-R4,IPV,No,0,0,0,0,LGA,No,Yes,Catch-up campaign
KD-048-R4,MR,No,0,0,0,0,Zipline,No,Yes,Outreach session held this week
KD-048-R4,MEN A,No,0,0,0,0,LGA,No,Yes,Scheduled routine immunization session
KD-048-R4,MCV,No,5,0,0,5,LGA,No,Yes,School-based session (HPV)
KD-048-R4,OPV,Yes,107,75,145,37,KDHSMA,Yes,No,
KD-048-R4,YF,Yes,46,25,52,19,LGA,Yes,Yes,Outreach session held this week
KD-048-R4,PENTA,No,0,0,0,0,LGA,No,Yes,Scheduled routine immunization session
KD-048-R4,ROTA,No,2,0,0,2,LGA,No,Yes,Scheduled routine immunization session
KD-048-R4,PCV,No,0,0,0,0,LGA,No,No,
KD-048-R5,BCG,No,0,0,0,0,LGA,No,Yes,Scheduled routine immunization session
KD-048-R5,HPV,Yes,26,0,14,12,LGA,Yes,Yes,Catch-up campaign
KD-048-R5,IPV,No,0,0,0,0,LGA,No,Yes,Outreach session held this week
KD-048-R5,MR,No,0,0,0,0,LGA,No,No,
KD-048-R5,MEN A,No,0,0,0,0,LGA,No,No,
KD-048-R5,MCV,No,0,0,0,0,LGA,No,Yes,School-based session (HPV)
KD-048-R5,OPV,Yes,145,64,165,44,LGA,Yes,Yes,Scheduled routine immunization session
KD-048-R5,YF,Yes,52,23,63,12,LGA,Yes,No,
KD-048-R5,PENTA,No,0,0,0,0,LGA,No,Yes,Outreach session held this week
KD-048-R5,ROTA,No,0,0,0,0,LGA,No,Yes,Scheduled routine immunization session
KD-048-R5,PCV,No,0,0,0,0,LGA,No,Yes,High birth cohort this week
KD-048-R6,BCG,No,0,0,0,0,LGA,No,No,
KD-048-R6,HPV,Yes,14,0,3,11,Zipline,Yes,No,
KD-048-R6,IPV,No,0,0,0,0,KDHSMA,No,Yes,Scheduled routine immunization session
KD-048-R6,MR,No,0,0,0,0,KDHSMA,No,Yes,Scheduled routine immunization session
KD-048-R6,MEN A,No,0,0,0,0,LGA,No,Yes,Scheduled routine immunization session
KD-048-R6,MCV,No,0,0,0,0,LGA,No,Yes,Scheduled routine immunization session
KD-048-R6,OPV,Yes,165,0,121,44,LGA,Yes,Yes,Scheduled routine immunization session
KD-048-R6,YF,Yes,63,0,47,16,Zipline,Yes,Yes,Scheduled routine immunization session
KD-048-R6,PENTA,No,0,0,0,0,LGA,No,No,
KD-048-R6,ROTA,No,0,0,0,0,LGA,No,Yes,Scheduled routine immunization session
KD-048-R6,PCV,No,0,0,0,0,KDHSMA,No,No,
KD-049-R1,BCG,Yes,262,91,303,50,LGA,Yes,Yes,Outreach session held this week
KD-049-R1,HPV,Yes,47,46,54,39,KDHSMA,Yes,Yes,School-based session (HPV)
KD-049-R1,IPV,Yes,68,0,17,51,LGA,No,Yes,High birth cohort this week
KD-049-R1,MR,Yes,238,63,277,24,KDHSMA,Yes,No,
KD-049-R1,MEN A,Yes,50,53,64,39,LGA,Yes,Yes,Scheduled routine immunization session
KD-049-R1,MCV,Yes,88,0,46,42,LGA,Yes,Yes,Scheduled routine immunization session
KD-049-R1,OPV,Yes,0,181,77,104,KDHSMA,Yes,Yes,Scheduled routine immunization session
KD-049-R1,YF,Yes,197,60,227,30,LGA,Yes,No,
KD-049-R1,PENTA,Yes,517,170,568,119,LGA,Yes,Yes,Scheduled routine immunization session
KD-049-R1,ROTA,Yes,211,0,129,82,LGA,Yes,Yes,Scheduled routine immunization session
KD-049-R1,PCV,No,60,0,0,60,LGA,No,No,
KD-049-R2,BCG,Yes,303,82,337,48,KDHSMA,Yes,Yes,High birth cohort this week
KD-049-R2,HPV,Yes,54,0,24,30,Zipline,Yes,Yes,Outreach session held this week
KD-049-R2,IPV,Yes,17,94,53,58,KDHSMA,Yes,Yes,Scheduled routine immunization session
KD-049-R2,MR,Yes,277,54,291,40,Zipline,Yes,Yes,Scheduled routine immunization session
KD-049-R2,MEN A,Yes,64,0,31,33,KDHSMA,Yes,Yes,Scheduled routine immunization session
KD-049-R2,MCV,No,46,0,0,46,LGA,No,Yes,Scheduled routine immunization session
KD-049-R2,OPV,Yes,77,175,137,115,LGA,Yes,Yes,Scheduled routine immunization session
KD-049-R2,YF,Yes,227,0,191,36,LGA,No,Yes,Outreach session held this week
KD-049-R2,PENTA,Yes,568,0,455,113,Zipline,Yes,Yes,Scheduled routine immunization session
KD-049-R2,ROTA,Yes,129,131,170,90,KDHSMA,Yes,Yes,Outreach session held this week
KD-049-R2,PCV,Yes,0,144,37,107,KDHSMA,Yes,Yes,Scheduled routine immunization session
KD-049-R3,BCG,Yes,337,79,357,59,Zipline,Yes,Yes,Outreach session held this week
KD-049-R3,HPV,Yes,24,44,41,27,LGA,Yes,No,
KD-049-R3,IPV,No,53,0,0,53,KDHSMA,No,Yes,School-based session (HPV)
KD-049-R3,MR,Yes,291,0,260,31,KDHSMA,Yes,No,
KD-049-R3,MEN A,Yes,31,41,40,32,LGA,Yes,Yes,School-based session (HPV)
KD-049-R3,MCV,Yes,0,46,12,34,LGA,Yes,Yes,Scheduled routine immunization session
KD-049-R3,OPV,Yes,137,184,199,122,LGA,Yes,Yes,Scheduled routine immunization session
KD-049-R3,YF,Yes,191,63,224,30,LGA,Yes,No,
KD-049-R3,PENTA,Yes,455,162,498,119,LGA,Yes,Yes,Outreach session held this week
KD-049-R3,ROTA,Yes,170,113,207,76,Zipline,Yes,Yes,Scheduled routine immunization session
KD-049-R3,PCV,Yes,37,187,110,114,KDHSMA,Yes,Yes,Scheduled routine immunization session
KD-049-R4,BCG,Yes,357,0,306,51,LGA,Yes,Yes,Outreach session held this week
KD-049-R4,HPV,Yes,41,46,52,35,LGA,Yes,Yes,Outreach session held this week
KD-049-R4,IPV,No,0,0,0,0,LGA,No,Yes,Scheduled routine immunization session
KD-049-R4,MR,Yes,260,68,288,40,LGA,Yes,Yes,School-based session (HPV)
KD-049-R4,MEN A,Yes,40,0,13,27,LGA,Yes,No,
KD-049-R4,MCV,No,12,0,0,12,Zipline,No,No,
KD-049-R4,OPV,Yes,199,0,71,128,KDHSMA,Yes,Yes,School-based session (HPV)
KD-049-R4,YF,Yes,224,0,188,36,LGA,Yes,Yes,Outreach session held this week
KD-049-R4,PENTA,Yes,498,176,558,116,LGA,Yes,Yes,Scheduled routine immunization session
KD-049-R4,ROTA,Yes,207,98,244,61,Zipline,Yes,No,
KD-049-R4,PCV,No,110,0,0,110,LGA,No,Yes,Scheduled routine immunization session
KD-049-R5,BCG,Yes,306,80,346,40,LGA,Yes,No,
KD-049-R5,HPV,Yes,52,54,79,27,KDHSMA,Yes,No,
KD-049-R5,IPV,Yes,0,102,40,62,Zipline,Yes,Yes,Scheduled routine immunization session
KD-049-R5,MR,Yes,288,0,242,46,KDHSMA,Yes,Yes,High birth cohort this week
KD-049-R5,MEN A,Yes,13,45,27,31,KDHSMA,Yes,Yes,High birth cohort this week
KD-049-R5,MCV,Yes,0,57,29,28,LGA,Yes,No,
KD-049-R5,OPV,No,71,0,0,71,LGA,No,Yes,Scheduled routine immunization session
KD-049-R5,YF,Yes,188,74,229,33,Zipline,Yes,No,
KD-049-R5,PENTA,Yes,558,0,455,103,LGA,Yes,Yes,Catch-up campaign
KD-049-R5,ROTA,Yes,244,0,164,80,LGA,Yes,Yes,Scheduled routine immunization session
KD-049-R5,PCV,No,0,0,0,0,LGA,No,No,
KD-049-R6,BCG,Yes,346,70,361,55,KDHSMA,Yes,Yes,Scheduled routine immunization session
KD-049-R6,HPV,Yes,79,0,52,27,LGA,Yes,No,
KD-049-R6,IPV,No,40,0,0,40,KDHSMA,No,Yes,Scheduled routine immunization session
KD-049-R6,MR,Yes,242,0,213,29,Zipline,Yes,No,
KD-049-R6,MEN A,Yes,27,47,26,48,KDHSMA,Yes,Yes,Scheduled routine immunization session
KD-049-R6,MCV,No,29,0,0,29,KDHSMA,No,Yes,Outreach session held this week
KD-049-R6,OPV,Yes,0,157,66,91,Zipline,Yes,No,
KD-049-R6,YF,Yes,229,0,189,40,LGA,Yes,Yes,Outreach session held this week
KD-049-R6,PENTA,Yes,455,178,501,132,Zipline,Yes,Yes,Scheduled routine immunization session
KD-049-R6,ROTA,Yes,164,116,195,85,Zipline,Yes,Yes,Scheduled routine immunization session
KD-049-R6,PCV,Yes,0,187,70,117,LGA,Yes,Yes,High birth cohort this week
KD-050-R1,BCG,Yes,71,32,72,31,LGA,Yes,Yes,Scheduled routine immunization session
KD-050-R1,HPV,Yes,17,31,40,8,KDHSMA,Yes,No,
KD-050-R1,IPV,Yes,61,29,71,19,LGA,Yes,No,
KD-050-R1,MR,Yes,23,0,6,17,Zipline,Yes,Yes,Scheduled routine immunization session
KD-050-R1,MEN A,Yes,17,0,6,11,LGA,Yes,No,
KD-050-R1,MCV,No,14,0,0,14,KDHSMA,No,Yes,High birth cohort this week
KD-050-R1,OPV,Yes,49,0,5,44,Zipline,Yes,Yes,Scheduled routine immunization session
KD-050-R1,YF,No,0,0,0,0,LGA,No,Yes,High birth cohort this week
KD-050-R1,PENTA,Yes,104,63,116,51,LGA,Yes,Yes,Scheduled routine immunization session
KD-050-R1,ROTA,Yes,71,0,37,34,LGA,Yes,Yes,Outreach session held this week
KD-050-R1,PCV,Yes,79,0,27,52,LGA,Yes,Yes,Scheduled routine immunization session
KD-050-R2,BCG,Yes,72,32,75,29,KDHSMA,Yes,Yes,Outreach session held this week
KD-050-R2,HPV,Yes,40,0,28,12,LGA,Yes,Yes,School-based session (HPV)
KD-050-R2,IPV,Yes,71,38,91,18,KDHSMA,Yes,No,
KD-050-R2,MR,No,6,0,0,6,KDHSMA,No,Yes,School-based session (HPV)
KD-050-R2,MEN A,No,6,0,0,6,LGA,No,Yes,Scheduled routine immunization session
KD-050-R2,MCV,No,0,0,0,0,LGA,No,Yes,Scheduled routine immunization session
KD-050-R2,OPV,No,5,0,0,5,Zipline,No,Yes,Scheduled routine immunization session
KD-050-R2,YF,Yes,0,21,4,17,Zipline,Yes,Yes,Scheduled routine immunization session
KD-050-R2,PENTA,Yes,116,0,71,45,Zipline,Yes,Yes,Outreach session held this week
KD-050-R2,ROTA,Yes,37,47,47,37,LGA,Yes,Yes,Scheduled routine immunization session
KD-050-R2,PCV,No,27,0,0,27,LGA,No,Yes,Scheduled routine immunization session
KD-050-R3,BCG,Yes,75,29,80,24,LGA,Yes,Yes,Scheduled routine immunization session
KD-050-R3,HPV,Yes,28,0,21,7,Zipline,Yes,No,
KD-050-R3,IPV,Yes,91,0,78,13,Zipline,Yes,No,
KD-050-R3,MR,No,0,0,0,0,KDHSMA,No,Yes,Outreach session held this week
KD-050-R3,MEN A,Yes,0,22,7,15,LGA,No,Yes,Outreach session held this week
KD-050-R3,MCV,No,0,0,0,0,Zipline,No,Yes,High birth cohort this week
KD-050-R3,OPV,No,0,0,0,0,KDHSMA,No,No,
KD-050-R3,YF,Yes,4,23,16,11,LGA,Yes,No,
KD-050-R3,PENTA,Yes,71,65,87,49,LGA,Yes,Yes,High birth cohort this week
KD-050-R3,ROTA,Yes,47,55,72,30,Zipline,Yes,Yes,School-based session (HPV)
KD-050-R3,PCV,Yes,0,73,29,44,Zipline,Yes,Yes,Scheduled routine immunization session
KD-050-R4,BCG,Yes,80,33,92,21,Zipline,Yes,Yes,Outreach session held this week
KD-050-R4,HPV,Yes,21,0,5,16,LGA,Yes,Yes,Scheduled routine immunization session
KD-050-R4,IPV,Yes,78,0,55,23,LGA,Yes,Yes,Scheduled routine immunization session
KD-050-R4,MR,Yes,0,26,12,14,Zipline,No,Yes,Scheduled routine immunization session
KD-050-R4,MEN A,Yes,7,22,13,16,LGA,Yes,Yes,Scheduled routine immunization session
KD-050-R4,MCV,No,0,0,0,0,Zipline,No,Yes,Scheduled routine immunization session
KD-050-R4,OPV,Yes,0,67,28,39,LGA,Yes,No,
KD-050-R4,YF,Yes,16,20,21,15,Zipline,Yes,Yes,Scheduled routine immunization session
KD-050-R4,PENTA,Yes,87,0,37,50,Zipline,No,Yes,High birth cohort this week
KD-050-R4,ROTA,Yes,72,0,39,33,LGA,Yes,Yes,Scheduled routine immunization session
KD-050-R4,PCV,No,29,0,0,29,LGA,No,Yes,Scheduled routine immunization session
KD-050-R5,BCG,Yes,92,36,107,21,LGA,Yes,Yes,Outreach session held this week
KD-050-R5,HPV,No,5,0,0,5,LGA,No,No,
KD-050-R5,IPV,Yes,55,0,40,15,LGA,Yes,No,
KD-050-R5,MR,Yes,12,30,21,21,LGA,Yes,Yes,Scheduled routine immunization session
KD-050-R5,MEN A,No,13,0,0,13,LGA,No,Yes,High birth cohort this week
KD-050-R5,MCV,Yes,0,32,21,11,LGA,Yes,No,
KD-050-R5,OPV,Yes,28,74,56,46,LGA,Yes,Yes,Scheduled routine immunization session
KD-050-R5,YF,Yes,21,0,3,18,LGA,Yes,Yes,Scheduled routine immunization session
KD-050-R5,PENTA,No,37,0,0,37,LGA,No,Yes,Catch-up campaign
KD-050-R5,ROTA,Yes,39,49,61,27,LGA,Yes,No,
KD-050-R5,PCV,Yes,0,95,69,26,LGA,No,No,
KD-050-R6,BCG,Yes,107,0,91,16,KDHSMA,No,No,
KD-050-R6,HPV,Yes,0,27,19,8,LGA,Yes,No,
KD-050-R6,IPV,Yes,40,0,18,22,LGA,Yes,Yes,Outreach session held this week
KD-050-R6,MR,Yes,21,16,23,14,LGA,Yes,Yes,Scheduled routine immunization session
KD-050-R6,MEN A,Yes,0,21,7,14,LGA,Yes,Yes,Outreach session held this week
KD-050-R6,MCV,Yes,21,19,17,23,KDHSMA,Yes,Yes,Scheduled routine immunization session
KD-050-R6,OPV,Yes,56,0,5,51,LGA,Yes,Yes,Scheduled routine immunization session
KD-050-R6,YF,No,3,0,0,3,LGA,No,Yes,Scheduled routine immunization session
KD-050-R6,PENTA,Yes,0,73,26,47,LGA,Yes,Yes,Scheduled routine immunization session
KD-050-R6,ROTA,Yes,61,51,92,20,LGA,Yes,No,
KD-050-R6,PCV,Yes,69,0,36,33,KDHSMA,Yes,No,
KD-052-R1,BCG,Yes,134,0,99,35,LGA,Yes,No,
KD-052-R1,HPV,Yes,61,0,25,36,Zipline,Yes,Yes,Outreach session held this week
KD-052-R1,IPV,Yes,273,90,307,56,KDHSMA,Yes,Yes,High birth cohort this week
KD-052-R1,MR,Yes,137,0,90,47,LGA,Yes,Yes,School-based session (HPV)
KD-052-R1,MEN A,Yes,136,63,171,28,LGA,Yes,No,
KD-052-R1,MCV,Yes,211,0,177,34,LGA,Yes,Yes,Scheduled routine immunization session
KD-052-R1,OPV,Yes,215,195,282,128,LGA,No,Yes,Scheduled routine immunization session
KD-052-R1,YF,Yes,116,0,78,38,LGA,Yes,Yes,School-based session (HPV)
KD-052-R1,PENTA,No,93,0,0,93,LGA,No,Yes,Outreach session held this week
KD-052-R1,ROTA,Yes,203,112,223,92,Zipline,Yes,Yes,Scheduled routine immunization session
KD-052-R1,PCV,Yes,477,196,559,114,LGA,Yes,Yes,School-based session (HPV)
KD-052-R2,BCG,Yes,99,0,46,53,LGA,Yes,Yes,High birth cohort this week
KD-052-R2,HPV,No,25,0,0,25,LGA,No,No,
KD-052-R2,IPV,Yes,307,94,339,62,LGA,Yes,Yes,Scheduled routine immunization session
KD-052-R2,MR,Yes,90,0,41,49,KDHSMA,Yes,Yes,Outreach session held this week
KD-052-R2,MEN A,Yes,171,0,131,40,KDHSMA,Yes,Yes,Scheduled routine immunization session
KD-052-R2,MCV,Yes,177,58,206,29,LGA,Yes,No,
KD-052-R2,OPV,Yes,282,194,361,115,Zipline,Yes,Yes,Outreach session held this week
KD-052-R2,YF,Yes,78,0,33,45,LGA,Yes,Yes,High birth cohort this week
KD-052-R2,PENTA,No,0,0,0,0,LGA,No,Yes,Scheduled routine immunization session
KD-052-R2,ROTA,Yes,223,0,147,76,KDHSMA,Yes,Yes,Outreach session held this week
KD-052-R2,PCV,Yes,559,0,453,106,LGA,Yes,Yes,Scheduled routine immunization session
KD-052-R3,BCG,Yes,46,85,80,51,LGA,No,Yes,Catch-up campaign
KD-052-R3,HPV,Yes,0,49,16,33,Zipline,Yes,Yes,Outreach session held this week
KD-052-R3,IPV,Yes,339,73,350,62,LGA,Yes,Yes,Scheduled routine immunization session
KD-052-R3,MR,No,41,0,0,41,LGA,No,Yes,Scheduled routine immunization session
KD-052-R3,MEN A,Yes,131,0,90,41,LGA,Yes,Yes,Outreach session held this week
KD-052-R3,MCV,Yes,206,0,168,38,KDHSMA,Yes,Yes,Outreach session held this week
KD-052-R3,OPV,Yes,361,0,248,113,LGA,Yes,Yes,Scheduled routine immunization session
KD-052-R3,YF,Yes,33,0,9,24,Zipline,Yes,No,
KD-052-R3,PENTA,Yes,0,181,79,102,KDHSMA,Yes,Yes,High birth cohort this week
KD-052-R3,ROTA,Yes,147,0,80,67,Zipline,Yes,No,
KD-052-R3,PCV,Yes,453,0,344,109,LGA,Yes,Yes,Scheduled routine immunization session
KD-052-R4,BCG,Yes,80,0,16,64,KDHSMA,Yes,Yes,Scheduled routine immunization session
KD-052-R4,HPV,No,16,0,0,16,LGA,No,Yes,Catch-up campaign
KD-052-R4,IPV,Yes,350,0,292,58,Zipline,Yes,Yes,Outreach session held this week
KD-052-R4,MR,No,0,0,0,0,LGA,No,Yes,School-based session (HPV)
KD-052-R4,MEN A,Yes,90,44,93,41,Zipline,Yes,Yes,Scheduled routine immunization session
KD-052-R4,MCV,Yes,168,0,130,38,KDHSMA,Yes,Yes,Scheduled routine immunization session
KD-052-R4,OPV,Yes,248,0,138,110,KDHSMA,Yes,Yes,Scheduled routine immunization session
KD-052-R4,YF,Yes,9,62,27,44,LGA,Yes,Yes,Scheduled routine immunization session
KD-052-R4,PENTA,No,79,0,0,79,LGA,No,Yes,School-based session (HPV)
KD-052-R4,ROTA,No,80,0,0,80,KDHSMA,No,Yes,Outreach session held this week
KD-052-R4,PCV,Yes,344,0,221,123,LGA,Yes,Yes,Scheduled routine immunization session
KD-052-R5,BCG,No,16,0,0,16,LGA,No,Yes,Scheduled routine immunization session
KD-052-R5,HPV,Yes,0,46,15,31,Zipline,Yes,Yes,School-based session (HPV)
KD-052-R5,IPV,Yes,292,93,330,55,KDHSMA,Yes,Yes,Scheduled routine immunization session
KD-052-R5,MR,Yes,0,64,34,30,KDHSMA,Yes,No,
KD-052-R5,MEN A,Yes,93,0,63,30,Zipline,Yes,Yes,Scheduled routine immunization session
KD-052-R5,MCV,Yes,130,0,94,36,LGA,Yes,Yes,Scheduled routine immunization session
KD-052-R5,OPV,Yes,138,0,14,124,KDHSMA,Yes,Yes,Outreach session held this week
KD-052-R5,YF,Yes,27,62,61,28,LGA,Yes,No,
KD-052-R5,PENTA,Yes,0,163,38,125,Zipline,Yes,Yes,Scheduled routine immunization session
KD-052-R5,ROTA,No,0,0,0,0,Zipline,No,Yes,Outreach session held this week
KD-052-R5,PCV,Yes,221,0,99,122,LGA,Yes,Yes,Outreach session held this week
KD-052-R6,BCG,No,0,0,0,0,KDHSMA,No,Yes,Scheduled routine immunization session
KD-052-R6,HPV,No,15,0,0,15,LGA,No,No,
KD-052-R6,IPV,Yes,330,0,273,57,LGA,Yes,Yes,Outreach session held this week
KD-052-R6,MR,No,34,0,0,34,KDHSMA,No,Yes,Catch-up campaign
KD-052-R6,MEN A,Yes,63,46,64,45,KDHSMA,Yes,Yes,Scheduled routine immunization session
KD-052-R6,MCV,Yes,94,68,119,43,LGA,Yes,Yes,High birth cohort this week
KD-052-R6,OPV,No,14,0,0,14,KDHSMA,No,No,
KD-052-R6,YF,Yes,61,0,21,40,LGA,Yes,Yes,Scheduled routine immunization session
KD-052-R6,PENTA,No,38,0,0,38,LGA,No,Yes,High birth cohort this week
KD-052-R6,ROTA,Yes,0,117,46,71,LGA,No,Yes,Catch-up campaign
KD-052-R6,PCV,Yes,99,189,181,107,LGA,Yes,Yes,Catch-up campaign
KD-053-R1,BCG,Yes,19,0,9,10,KDHSMA,Yes,No,
KD-053-R1,HPV,Yes,9,0,5,4,LGA,Yes,No,
KD-053-R1,IPV,No,5,0,0,5,LGA,No,Yes,Scheduled routine immunization session
KD-053-R1,MR,Yes,0,13,3,10,KDHSMA,Yes,Yes,School-based session (HPV)
KD-053-R1,MEN A,Yes,11,0,8,3,LGA,Yes,No,
KD-053-R1,MCV,Yes,24,0,9,15,LGA,Yes,Yes,Outreach session held this week
KD-053-R1,OPV,Yes,21,42,37,26,LGA,Yes,Yes,School-based session (HPV)
KD-053-R1,YF,Yes,10,0,3,7,LGA,Yes,No,
KD-053-R1,PENTA,Yes,36,0,7,29,LGA,Yes,Yes,Scheduled routine immunization session
KD-053-R1,ROTA,Yes,50,0,35,15,LGA,Yes,No,
KD-053-R1,PCV,Yes,67,64,101,30,KDHSMA,Yes,Yes,Outreach session held this week
KD-053-R2,BCG,No,9,0,0,9,LGA,No,Yes,Outreach session held this week
KD-053-R2,HPV,No,5,0,0,5,LGA,No,No,
KD-053-R2,IPV,No,0,0,0,0,LGA,No,No,
KD-053-R2,MR,No,3,0,0,3,LGA,No,Yes,Scheduled routine immunization session
KD-053-R2,MEN A,Yes,8,0,1,7,LGA,Yes,Yes,Scheduled routine immunization session
KD-053-R2,MCV,No,9,0,0,9,KDHSMA,No,Yes,Outreach session held this week
KD-053-R2,OPV,Yes,37,37,49,25,LGA,Yes,Yes,Scheduled routine immunization session
KD-053-R2,YF,No,3,0,0,3,LGA,No,No,
KD-053-R2,PENTA,No,7,0,0,7,Zipline,No,No,
KD-053-R2,ROTA,Yes,35,0,17,18,LGA,Yes,Yes,Outreach session held this week
KD-053-R2,PCV,Yes,101,0,73,28,LGA,Yes,Yes,Scheduled routine immunization session
KD-053-R3,BCG,No,0,0,0,0,LGA,No,No,
KD-053-R3,HPV,No,0,11,0,11,LGA,No,Yes,School-based session (HPV)
KD-053-R3,IPV,Yes,0,19,2,17,LGA,Yes,Yes,Scheduled routine immunization session
KD-053-R3,MR,Yes,0,13,7,6,LGA,No,No,
KD-053-R3,MEN A,Yes,1,12,7,6,LGA,Yes,No,
KD-053-R3,MCV,No,0,0,0,0,LGA,No,Yes,Catch-up campaign
KD-053-R3,OPV,Yes,49,0,19,30,LGA,Yes,Yes,Outreach session held this week
KD-053-R3,YF,Yes,0,15,3,12,LGA,Yes,Yes,High birth cohort this week
KD-053-R3,PENTA,Yes,0,36,7,29,Zipline,Yes,Yes,School-based session (HPV)
KD-053-R3,ROTA,Yes,17,35,35,17,LGA,Yes,Yes,Scheduled routine immunization session
KD-053-R3,PCV,Yes,73,41,88,26,LGA,Yes,Yes,Scheduled routine immunization session
KD-053-R4,BCG,No,0,0,0,0,LGA,No,No,
KD-053-R4,HPV,No,0,0,0,0,KDHSMA,No,No,
KD-053-R4,IPV,No,2,0,0,2,Zipline,No,Yes,Scheduled routine immunization session
KD-053-R4,MR,Yes,7,24,24,7,LGA,Yes,No,
KD-053-R4,MEN A,Yes,7,0,6,1,Zipline,Yes,No,
KD-053-R4,MCV,No,0,0,0,0,LGA,No,Yes,Scheduled routine immunization session
KD-053-R4,OPV,No,19,0,0,19,LGA,No,No,
KD-053-R4,YF,Yes,3,13,7,9,KDHSMA,Yes,Yes,Outreach session held this week
KD-053-R4,PENTA,No,7,0,0,7,KDHSMA,No,Yes,Scheduled routine immunization session
KD-053-R4,ROTA,Yes,35,23,38,20,LGA,Yes,Yes,School-based session (HPV)
KD-053-R4,PCV,Yes,88,0,61,27,KDHSMA,Yes,Yes,Scheduled routine immunization session
KD-053-R5,BCG,No,0,0,0,0,LGA,No,Yes,Scheduled routine immunization session
KD-053-R5,HPV,No,0,0,0,0,KDHSMA,No,No,
KD-053-R5,IPV,Yes,0,21,10,11,LGA,Yes,No,
KD-053-R5,MR,Yes,24,0,13,11,LGA,Yes,Yes,High birth cohort this week
KD-053-R5,MEN A,No,6,0,0,6,LGA,No,No,
KD-053-R5,MCV,No,0,0,0,0,KDHSMA,No,Yes,Scheduled routine immunization session
KD-053-R5,OPV,Yes,0,37,12,25,Zipline,Yes,Yes,Outreach session held this week
KD-053-R5,YF,No,7,0,0,7,KDHSMA,No,Yes,High birth cohort this week
KD-053-R5,PENTA,No,0,0,0,0,LGA,No,Yes,Scheduled routine immunization session
KD-053-R5,ROTA,Yes,38,40,67,11,KDHSMA,Yes,No,
KD-053-R5,PCV,Yes,61,47,84,24,LGA,Yes,No,
KD-053-R6,BCG,No,0,0,0,0,Zipline,No,No,
KD-053-R6,HPV,No,0,0,0,0,LGA,No,No,
KD-053-R6,IPV,No,10,0,0,10,LGA,No,Yes,Scheduled routine immunization session
KD-053-R6,MR,Yes,13,0,7,6,LGA,Yes,No,
KD-053-R6,MEN A,No,0,0,0,0,KDHSMA,No,No,
KD-053-R6,MCV,Yes,0,22,18,4,LGA,Yes,No,
KD-053-R6,OPV,Yes,12,48,33,27,KDHSMA,No,Yes,Outreach session held this week
KD-053-R6,YF,No,0,0,0,0,LGA,No,No,
KD-053-R6,PENTA,No,0,0,0,0,LGA,No,Yes,High birth cohort this week
KD-053-R6,ROTA,Yes,67,0,48,19,LGA,Yes,Yes,Scheduled routine immunization session
KD-053-R6,PCV,Yes,84,30,90,24,LGA,Yes,No,
KD-054-R1,BCG,Yes,16,16,16,16,KDHSMA,Yes,Yes,High birth cohort this week
KD-054-R1,HPV,Yes,5,11,7,9,KDHSMA,Yes,Yes,School-based session (HPV)
KD-054-R1,IPV,Yes,44,0,25,19,LGA,Yes,Yes,Outreach session held this week
KD-054-R1,MR,Yes,12,0,6,6,LGA,Yes,No,
KD-054-R1,MEN A,Yes,10,0,8,2,LGA,Yes,No,
KD-054-R1,MCV,Yes,0,12,2,10,KDHSMA,Yes,Yes,Scheduled routine immunization session
KD-054-R1,OPV,Yes,45,35,52,28,LGA,Yes,Yes,Scheduled routine immunization session
KD-054-R1,YF,Yes,22,11,22,11,LGA,Yes,Yes,Scheduled routine immunization session
KD-054-R1,PENTA,Yes,49,43,60,32,LGA,Yes,Yes,School-based session (HPV)
KD-054-R1,ROTA,Yes,24,29,33,20,LGA,Yes,Yes,Scheduled routine immunization session
KD-054-R1,PCV,Yes,9,45,32,22,Zipline,Yes,No,
