visit_id,cadre,reason,staff_count
KD-031-R6,Nurse/Midwife,Funeral,1
KD-031-R6,Nurse/Midwife,Long Distance to Workplace,1
KD-031-R6,JCHEW,Personal Health Issues,1
KD-031-R6,JCHEW,Long Distance to Workplace,1
KD-032-R1,CHEW,Meetings,1
KD-032-R1,JCHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-032-R2,CHEW,Shift,1
KD-032-R3,Nurse/Midwife,Shift,1
KD-032-R4,Nurse/Midwife,Family Responsibilities,1
KD-032-R5,CHEW,Funeral,1
KD-032-R5,JCHEW,Access to Salary,1
KD-032-R6,Nurse/Midwife,Crime,1
KD-032-R6,CHO,Long Distance to Workplace,1
KD-032-R6,CHEW,Family Responsibilities,1
KD-032-R6,JCHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-032-R6,JCHEW,Unrest,1
KD-033-R1,CHEW,Poor Health Facility Infrastructure,1
KD-033-R3,CHEW,Personal Health Issues,1
KD-033-R4,CHEW,Access to Salary,1
KD-033-R5,CHEW,Dissatisfaction with Salary and Benefits,1
KD-033-R6,Environmental Health Officer,Meetings,1
KD-034-R1,Nurse/Midwife,Weddings,2
KD-034-R1,CHO,Meetings,1
KD-034-R1,CHEW,Dissatisfaction with Salary and Benefits,1
KD-034-R1,JCHEW,Weddings,1
KD-034-R1,Medical Lab Technician,Long Distance to Workplace,1
KD-034-R2,CHO,Weddings,1
KD-034-R2,JCHEW,Personal Health Issues,1
KD-034-R2,Medical Lab Technician,Lack of Professional Development Opportunities,1
KD-034-R3,CHO,Meetings,1
KD-034-R3,CHEW,Meetings,1
KD-034-R3,CHEW,Access to Salary,1
KD-034-R4,Nurse/Midwife,Access to Salary,1
KD-034-R4,CHO,"Leave (Study, Annual, Maternity, etc.)",1
KD-034-R4,CHEW,High Workload and Stress,1
KD-034-R4,CHEW,Long Distance to Workplace,1
KD-034-R4,CHEW,Meetings,1
KD-034-R4,JCHEW,Meetings,1
KD-034-R5,Nurse/Midwife,Transportation Problems,1
KD-034-R5,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-034-R6,Nurse/Midwife,"Leave (Study, Annual, Maternity, etc.)",1
KD-034-R6,CHEW,Dissatisfaction with Job,1
KD-034-R6,CHEW,Transportation Problems,1
KD-034-R6,CHEW,Personal Health Issues,1
KD-034-R6,JCHEW,Long Distance to Workplace,1
KD-034-R6,Medical Lab Technician,"Leave (Study, Annual, Maternity, etc.)",1
KD-035-R1,CHO,Shift,1
KD-035-R1,JCHEW,Family Responsibilities,1
KD-035-R2,Medical Officer,Family Responsibilities,1
KD-035-R2,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-035-R2,JCHEW,Dissatisfaction with Salary and Benefits,1
KD-035-R2,JCHEW,Personal Health Issues,1
KD-035-R4,CHEW,Dissatisfaction with Salary and Benefits,1
KD-035-R4,JCHEW,Family Responsibilities,1
KD-035-R4,Medical Records Officer,Shift,1
KD-035-R5,JCHEW,Personal Health Issues,1
KD-035-R6,CHO,Workshop and Training,1
KD-035-R6,CHEW,Workshop and Training,1
KD-035-R6,JCHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-036-R1,JCHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-036-R1,JCHEW,Transportation Problems,1
KD-036-R2,JCHEW,Shift,1
KD-036-R2,Environmental Health Officer,Shift,1
KD-036-R3,Environmental Health Officer,Access to Salary,1
KD-036-R4,JCHEW,Personal Health Issues,1
KD-036-R4,JCHEW,Workshop and Training,1
KD-036-R5,Nurse/Midwife,"Leave (Study, Annual, Maternity, etc.)",1
KD-036-R5,Environmental Health Officer,"Leave (Study, Annual, Maternity, etc.)",1
KD-036-R6,JCHEW,Policy and Governance Issues,1
KD-036-R6,JCHEW,Shift,1
KD-036-R6,JCHEW,Long Distance to Workplace,1
KD-037-R1,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-037-R1,CHEW,Shift,1
KD-037-R1,CHEW,Long Distance to Workplace,1
KD-037-R1,JCHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-037-R1,JCHEW,Funeral,1
KD-037-R1,Medical Lab Technician,Personal Health Issues,1
KD-037-R2,Medical Lab Technician,Crime,1
KD-037-R3,CHEW,Shift,1
KD-037-R3,CHEW,Transportation Problems,1
KD-037-R3,Medical Lab Technician,Transportation Problems,1
KD-037-R4,CHEW,Personal Health Issues,1
KD-037-R4,CHEW,Policy and Governance Issues,1
KD-037-R4,JCHEW,Shift,1
KD-037-R4,Medical Lab Technician,Transportation Problems,1
KD-037-R5,JCHEW,Transportation Problems,1
KD-037-R6,CHEW,Workshop and Training,1
KD-037-R6,JCHEW,Personal Health Issues,1
KD-038-R2,JCHEW,Long Distance to Workplace,2
KD-038-R3,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-038-R4,CHEW,Workshop and Training,1
KD-038-R4,JCHEW,Access to Salary,1
KD-038-R5,CHEW,Shift,1
KD-038-R5,CHEW,Workshop and Training,1
KD-038-R5,JCHEW,Dissatisfaction with Job,1
KD-038-R5,JCHEW,Crime,1
KD-038-R6,CHEW,Long Distance to Workplace,1
KD-038-R6,JCHEW,Crime,1
KD-038-R6,JCHEW,Shift,1
KD-039-R1,Medical Officer,Funeral,1
KD-039-R2,CHO,"Leave (Study, Annual, Maternity, etc.)",1
KD-039-R2,CHEW,Policy and Governance Issues,1
KD-039-R2,Environmental Health Officer,"Leave (Study, Annual, Maternity, etc.)",1
KD-039-R3,Nurse/Midwife,"Leave (Study, Annual, Maternity, etc.)",1
KD-039-R3,CHEW,Personal Health Issues,2
KD-039-R3,CHEW,Dissatisfaction with Salary and Benefits,1
KD-039-R3,JCHEW,Dissatisfaction with Job,1
KD-039-R3,Medical Lab Technician,Personal Health Issues,1
KD-039-R4,Nurse/Midwife,Funeral,1
KD-039-R4,CHEW,Personal Health Issues,1
KD-039-R4,CHEW,Weddings,1
KD-039-R5,Nurse/Midwife,Long Distance to Workplace,1
KD-039-R5,Nurse/Midwife,"Leave (Study, Annual, Maternity, etc.)",1
KD-039-R5,CHEW,Shift,1
KD-039-R5,Medical Lab Technician,Shift,1
KD-039-R6,Medical Officer,Lack of Professional Development Opportunities,1
KD-039-R6,Nurse/Midwife,Dissatisfaction with Job,1
KD-039-R6,Nurse/Midwife,Transportation Problems,1
KD-039-R6,CHO,Family Responsibilities,1
KD-039-R6,Medical Lab Technician,Long Distance to Workplace,1
KD-039-R6,Environmental Health Officer,Personal Health Issues,1
KD-040-R1,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-040-R2,CHEW,Dissatisfaction with Salary and Benefits,1
KD-040-R3,CHEW,Funeral,1
KD-040-R3,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-040-R4,CHEW,Access to Salary,1
KD-040-R5,CHEW,Workplace Conflict,1
KD-040-R6,CHEW,Long Distance to Workplace,1
KD-041-R1,Nurse/Midwife,Long Distance to Workplace,1
KD-041-R1,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-041-R1,CHEW,Meetings,1
KD-041-R1,JCHEW,Shift,1
KD-041-R3,Nurse/Midwife,Poor Health Facility Infrastructure,1
KD-041-R3,CHEW,Meetings,1
KD-041-R3,JCHEW,Dissatisfaction with Salary and Benefits,1
KD-041-R4,Nurse/Midwife,Lack of Professional Development Opportunities,1
KD-041-R4,CHEW,High Workload and Stress,1
KD-041-R4,JCHEW,Shift,1
KD-041-R4,JCHEW,Family Responsibilities,1
KD-041-R4,JCHEW,Meetings,1
KD-041-R5,CHEW,Weddings,1
KD-041-R5,JCHEW,Dissatisfaction with Salary and Benefits,1
KD-041-R5,JCHEW,Long Distance to Workplace,1
KD-041-R6,CHEW,Workshop and Training,1
KD-041-R6,CHEW,Dissatisfaction with Job,1
KD-041-R6,JCHEW,High Workload and Stress,1
KD-042-R1,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-042-R1,CHEW,Access to Salary,1
KD-042-R1,JCHEW,Access to Salary,1
KD-042-R2,JCHEW,Family Responsibilities,1
KD-042-R3,CHEW,Shift,1
KD-042-R4,CHEW,Dissatisfaction with Salary and Benefits,1
KD-042-R4,JCHEW,Shift,1
KD-042-R5,JCHEW,Access to Salary,1
KD-042-R6,JCHEW,Weddings,1
KD-043-R1,CHEW,Long Distance to Workplace,1
KD-043-R1,CHEW,Shift,1
KD-043-R1,Pharmacy Technician,Access to Salary,1
KD-043-R2,CHO,Dissatisfaction with Salary and Benefits,1
KD-043-R2,CHEW,Shift,1
KD-043-R2,JCHEW,Transportation Problems,1
KD-043-R2,Pharmacy Technician,Family Responsibilities,1
KD-043-R3,CHO,Transportation Problems,1
KD-043-R3,JCHEW,Access to Salary,1
KD-043-R4,CHO,Transportation Problems,1
KD-043-R4,CHEW,Long Distance to Workplace,1
KD-043-R5,CHO,"Leave (Study, Annual, Maternity, etc.)",1
KD-043-R5,CHEW,Long Distance to Workplace,1
KD-043-R5,JCHEW,Personal Health Issues,1
KD-043-R5,Pharmacy Technician,Long Distance to Workplace,1
KD-044-R1,CHO,Dissatisfaction with Salary and Benefits,1
KD-044-R1,JCHEW,Workshop and Training,1
KD-044-R2,Nurse/Midwife,Workshop and Training,1
KD-044-R2,JCHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-044-R3,Nurse/Midwife,"Leave (Study, Annual, Maternity, etc.)",1
KD-044-R3,JCHEW,Poor Health Facility Infrastructure,1
KD-044-R4,Nurse/Midwife,Weddings,1
KD-044-R4,CHEW,Long Distance to Workplace,1
KD-044-R4,JCHEW,Policy and Governance Issues,1
KD-044-R5,Nurse/Midwife,Shift,1
KD-044-R5,Nurse/Midwife,Dissatisfaction with Salary and Benefits,1
KD-044-R5,CHEW,Shift,1
KD-044-R5,JCHEW,Personal Health Issues,1
KD-044-R5,Medical Lab Technician,Weddings,1
KD-044-R6,Nurse/Midwife,Meetings,1
KD-044-R6,JCHEW,Dissatisfaction with Salary and Benefits,1
KD-045-R1,CHEW,Workshop and Training,2
KD-045-R3,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-045-R3,CHEW,Access to Salary,1
KD-045-R4,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-045-R4,CHEW,Long Distance to Workplace,1
KD-045-R4,CHEW,Poor Health Facility Infrastructure,1
KD-045-R5,CHEW,Long Distance to Workplace,1
KD-045-R6,CHEW,Transportation Problems,1
KD-045-R6,CHEW,Workshop and Training,1
KD-045-R6,JCHEW,Transportation Problems,1
KD-046-R1,Nurse/Midwife,Shift,1
KD-046-R1,JCHEW,Family Responsibilities,1
KD-046-R1,Medical Records Officer,Long Distance to Workplace,1
KD-046-R1,Pharmacy Technician,"Leave (Study, Annual, Maternity, etc.)",1
KD-046-R2,CHEW,Funeral,1
KD-046-R3,JCHEW,Dissatisfaction with Salary and Benefits,1
KD-046-R3,Medical Records Officer,"Leave (Study, Annual, Maternity, etc.)",1
KD-046-R4,JCHEW,Meetings,1
KD-046-R4,Medical Lab Technician,Access to Salary,1
KD-046-R5,JCHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-046-R5,Environmental Health Officer,"Leave (Study, Annual, Maternity, etc.)",1
KD-046-R6,Medical Lab Technician,Transportation Problems,1
KD-047-R1,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-047-R1,JCHEW,Shift,1
KD-047-R3,CHEW,Long Distance to Workplace,1
KD-047-R3,JCHEW,Workshop and Training,1
KD-047-R4,JCHEW,Meetings,1
KD-047-R4,JCHEW,Weddings,1
KD-047-R4,Pharmacy Technician,Funeral,1
KD-047-R5,JCHEW,Meetings,1
KD-047-R6,CHEW,Dissatisfaction with Salary and Benefits,1
KD-048-R1,Nurse/Midwife,Shift,1
KD-048-R1,JCHEW,Workshop and Training,1
KD-048-R1,JCHEW,Access to Salary,1
KD-048-R1,Medical Records Officer,Dissatisfaction with Job,1
KD-048-R2,Nurse/Midwife,Family Responsibilities,1
KD-048-R2,Nurse/Midwife,Workshop and Training,1
KD-048-R2,JCHEW,Weddings,1
KD-048-R2,JCHEW,Transportation Problems,1
KD-048-R3,Nurse/Midwife,Access to Salary,1
KD-048-R4,Nurse/Midwife,Personal Health Issues,2
KD-048-R5,Nurse/Midwife,Personal Health Issues,1
KD-048-R5,Nurse/Midwife,Workshop and Training,1
KD-048-R5,JCHEW,Dissatisfaction with Job,1
KD-048-R6,Nurse/Midwife,Dissatisfaction with Salary and Benefits,1
KD-048-R6,JCHEW,Shift,1
KD-048-R6,JCHEW,Dissatisfaction with Salary and Benefits,1
KD-049-R1,Medical Officer,High Workload and Stress,1
KD-049-R1,Nurse/Midwife,Long Distance to Workplace,1
KD-049-R1,CHO,Family Responsibilities,1
KD-049-R1,CHO,Long Distance to Workplace,1
KD-049-R1,CHO,Workshop and Training,1
KD-049-R1,CHEW,Weddings,1
KD-049-R1,Medical Records Officer,Family Responsibilities,1
KD-049-R1,Pharmacy Technician,Shift,1
KD-049-R2,Medical Officer,Transportation Problems,1
KD-049-R2,Nurse/Midwife,Shift,1
KD-049-R2,Nurse/Midwife,Access to Salary,1
KD-049-R2,CHEW,Long Distance to Workplace,1
KD-049-R2,Pharmacy Technician,"Leave (Study, Annual, Maternity, etc.)",1
KD-049-R2,Pharmacy Technician,Shift,1
KD-049-R2,Pharmacy Technician,Family Responsibilities,1
KD-049-R2,Environmental Health Officer,Access to Salary,1
KD-049-R3,Nurse/Midwife,Meetings,1
KD-049-R3,CHO,Transportation Problems,1
KD-049-R3,Medical Lab Technician,Personal Health Issues,1
KD-049-R3,Pharmacy Technician,Long Distance to Workplace,1
KD-049-R3,Pharmacy Technician,Transportation Problems,1
KD-049-R3,Environmental Health Officer,Poor Health Facility Infrastructure,1
KD-049-R4,Medical Officer,Access to Salary,2
KD-049-R4,Nurse/Midwife,Poor Health Facility Infrastructure,1
KD-049-R4,Nurse/Midwife,Transportation Problems,1
KD-049-R4,CHO,Access to Salary,1
KD-049-R4,CHO,Workshop and Training,1
KD-049-R4,CHEW,Transportation Problems,1
KD-049-R4,JCHEW,Workshop and Training,1
KD-049-R4,JCHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-049-R4,JCHEW,Transportation Problems,1
KD-049-R4,Medical Lab Technician,Transportation Problems,1
KD-049-R4,Medical Records Officer,Crime,1
KD-049-R4,Pharmacy Technician,Transportation Problems,1
KD-049-R4,Pharmacy Technician,Family Responsibilities,1
KD-049-R4,Environmental Health Officer,Meetings,2
KD-049-R5,Nurse/Midwife,Funeral,1
KD-049-R5,Nurse/Midwife,Family Responsibilities,1
KD-049-R5,Nurse/Midwife,"Leave (Study, Annual, Maternity, etc.)",1
KD-049-R5,CHO,Long Distance to Workplace,2
KD-049-R5,CHO,High Workload and Stress,1
KD-049-R5,Medical Records Officer,"Leave (Study, Annual, Maternity, etc.)",2
KD-049-R5,Environmental Health Officer,Long Distance to Workplace,1
KD-049-R6,Nurse/Midwife,"Leave (Study, Annual, Maternity, etc.)",1
KD-049-R6,Nurse/Midwife,Dissatisfaction with Salary and Benefits,1
KD-049-R6,CHO,Personal Health Issues,1
KD-049-R6,JCHEW,Family Responsibilities,1
KD-049-R6,JCHEW,Meetings,1
KD-049-R6,Medical Records Officer,Long Distance to Workplace,1
KD-049-R6,Pharmacy Technician,Personal Health Issues,1
KD-049-R6,Pharmacy Technician,Transportation Problems,1
KD-049-R6,Environmental Health Officer,Shift,1
KD-049-R6,Environmental Health Officer,Transportation Problems,1
KD-050-R1,Nurse/Midwife,Long Distance to Workplace,1
KD-050-R1,Nurse/Midwife,Workshop and Training,1
KD-050-R1,JCHEW,Funeral,1
KD-050-R1,JCHEW,Shift,1
KD-050-R1,Medical Lab Technician,Workshop and Training,1
KD-050-R2,Nurse/Midwife,Access to Salary,1
KD-050-R2,Nurse/Midwife,Long Distance to Workplace,1
KD-050-R2,CHO,Weddings,1
KD-050-R2,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-050-R2,JCHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-050-R3,Nurse/Midwife,Weddings,1
KD-050-R3,Nurse/Midwife,"Leave (Study, Annual, Maternity, etc.)",1
KD-050-R3,CHO,Workshop and Training,1
KD-050-R3,CHO,Long Distance to Workplace,1
KD-050-R3,CHEW,Long Distance to Workplace,2
KD-050-R3,Pharmacy Technician,Unrest,1
KD-050-R4,CHO,Long Distance to Workplace,1
KD-050-R4,CHEW,Shift,1
KD-050-R4,JCHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-050-R4,Medical Lab Technician,Family Responsibilities,1
KD-050-R4,Medical Records Officer,Access to Salary,1
KD-050-R5,Nurse/Midwife,Transportation Problems,1
KD-050-R5,CHO,"Leave (Study, Annual, Maternity, etc.)",2
KD-050-R5,CHEW,Transportation Problems,1
KD-050-R5,CHEW,Funeral,1
KD-050-R5,Medical Lab Technician,"Leave (Study, Annual, Maternity, etc.)",1
KD-050-R5,Pharmacy Technician,Funeral,1
KD-050-R6,CHO,Transportation Problems,1
KD-050-R6,CHEW,Workshop and Training,1
KD-050-R6,CHEW,Funeral,1
KD-050-R6,Medical Lab Technician,Long Distance to Workplace,1
KD-050-R6,Pharmacy Technician,Funeral,1
KD-051-R1,CHEW,Funeral,1
KD-051-R1,Medical Records Officer,High Workload and Stress,1
KD-051-R2,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-051-R2,Medical Records Officer,Family Responsibilities,1
KD-051-R3,CHEW,Workshop and Training,1
KD-051-R5,CHO,Workshop and Training,1
KD-051-R5,CHEW,Long Distance to Workplace,1
KD-051-R5,Medical Records Officer,Long Distance to Workplace,1
KD-051-R5,Medical Records Officer,Family Responsibilities,1
KD-051-R6,JCHEW,Family Responsibilities,1
KD-051-R6,Medical Records Officer,Family Responsibilities,1
KD-052-R1,Medical Officer,Workshop and Training,1
KD-052-R1,Medical Officer,Long Distance to Workplace,1
KD-052-R1,Nurse/Midwife,Transportation Problems,2
KD-052-R1,Nurse/Midwife,Meetings,1
KD-052-R1,Nurse/Midwife,Dissatisfaction with Salary and Benefits,1
KD-052-R1,Nurse/Midwife,Access to Salary,1
KD-052-R1,Nurse/Midwife,"Leave (Study, Annual, Maternity, etc.)",1
KD-052-R1,Nurse/Midwife,Long Distance to Workplace,1
KD-052-R1,Nurse/Midwife,Lack of Professional Development Opportunities,1
KD-052-R1,Nurse/Midwife,Workshop and Training,1
KD-052-R1,CHO,Workshop and Training,1
KD-052-R1,CHEW,Family Responsibilities,1
KD-052-R1,CHEW,Dissatisfaction with Salary and Benefits,1
KD-052-R1,Medical Lab Technician,Shift,1
KD-052-R1,Medical Lab Technician,Policy and Governance Issues,1
KD-052-R1,Medical Lab Technician,Workshop and Training,1
KD-052-R1,Pharmacy Technician,"Leave (Study, Annual, Maternity, etc.)",1
KD-052-R1,Pharmacy Technician,Personal Health Issues,1
KD-052-R2,Nurse/Midwife,Weddings,1
KD-052-R2,Nurse/Midwife,Transportation Problems,1
KD-052-R2,Nurse/Midwife,"Leave (Study, Annual, Maternity, etc.)",1
KD-052-R2,Nurse/Midwife,Shift,1
KD-052-R2,CHO,"Leave (Study, Annual, Maternity, etc.)",1
KD-052-R2,CHO,Dissatisfaction with Job,1
KD-052-R2,CHO,Meetings,1
KD-052-R2,CHEW,Long Distance to Workplace,1
KD-052-R2,CHEW,Personal Health Issues,1
KD-052-R2,JCHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-052-R2,Medical Lab Technician,Personal Health Issues,1
KD-052-R3,Medical Officer,Shift,1
KD-052-R3,Medical Officer,Transportation Problems,1
KD-052-R3,Nurse/Midwife,"Leave (Study, Annual, Maternity, etc.)",2
KD-052-R3,Nurse/Midwife,Weddings,1
KD-052-R3,Nurse/Midwife,Workshop and Training,1
KD-052-R3,CHO,Access to Salary,1
KD-052-R3,CHEW,Long Distance to Workplace,1
KD-052-R3,CHEW,Policy and Governance Issues,1
KD-052-R3,Medical Lab Technician,Personal Health Issues,1
KD-052-R3,Medical Lab Technician,Long Distance to Workplace,1
KD-052-R3,Pharmacy Technician,Workshop and Training,1
KD-052-R3,Environmental Health Officer,Long Distance to Workplace,1
KD-052-R4,Nurse/Midwife,Long Distance to Workplace,2
KD-052-R4,Nurse/Midwife,Access to Salary,2
KD-052-R4,Nurse/Midwife,Poor Health Facility Infrastructure,1
KD-052-R4,Nurse/Midwife,Lack of Professional Development Opportunities,1
KD-052-R4,Nurse/Midwife,Workshop and Training,1
KD-052-R4,Nurse/Midwife,Shift,1
KD-052-R4,Nurse/Midwife,Personal Health Issues,1
KD-052-R4,CHO,Meetings,1
KD-052-R4,CHO,Long Distance to Workplace,1
KD-052-R4,CHEW,Meetings,1
KD-052-R4,CHEW,Funeral,1
KD-052-R4,Medical Lab Technician,Personal Health Issues,1
KD-052-R4,Medical Records Officer,Transportation Problems,1
KD-052-R4,Pharmacy Technician,Personal Health Issues,1
KD-052-R5,Medical Officer,Shift,1
KD-052-R5,Nurse/Midwife,Funeral,2
KD-052-R5,Nurse/Midwife,High Workload and Stress,1
KD-052-R5,Nurse/Midwife,Workshop and Training,1
KD-052-R5,Nurse/Midwife,Transportation Problems,1
KD-052-R5,Nurse/Midwife,Workplace Conflict,1
KD-052-R5,Nurse/Midwife,Access to Salary,1
KD-052-R5,Nurse/Midwife,Dissatisfaction with Salary and Benefits,1
KD-052-R5,Nurse/Midwife,"Leave (Study, Annual, Maternity, etc.)",1
KD-052-R5,CHO,Access to Salary,1
KD-052-R5,CHO,Poor Health Facility Infrastructure,1
KD-052-R5,CHO,Workshop and Training,1
KD-052-R5,CHEW,Funeral,1
KD-052-R5,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-052-R5,Medical Lab Technician,Shift,1
KD-052-R5,Medical Lab Technician,Funeral,1
KD-052-R5,Medical Lab Technician,Personal Health Issues,1
KD-052-R6,Nurse/Midwife,"Leave (Study, Annual, Maternity, etc.)",1
KD-052-R6,Nurse/Midwife,Dissatisfaction with Salary and Benefits,1
KD-052-R6,Nurse/Midwife,Dissatisfaction with Job,1
KD-052-R6,Nurse/Midwife,Personal Health Issues,1
KD-052-R6,Nurse/Midwife,Long Distance to Workplace,1
KD-052-R6,CHO,Long Distance to Workplace,1
KD-052-R6,CHO,Dissatisfaction with Salary and Benefits,1
KD-052-R6,CHO,Transportation Problems,1
KD-052-R6,CHEW,Poor Health Facility Infrastructure,1
KD-052-R6,CHEW,Shift,1
KD-052-R6,JCHEW,Funeral,1
KD-052-R6,Medical Lab Technician,Transportation Problems,2
KD-052-R6,Medical Lab Technician,Meetings,1
KD-053-R1,Nurse/Midwife,Dissatisfaction with Salary and Benefits,1
KD-053-R1,CHO,Shift,1
KD-053-R1,CHEW,Poor Health Facility Infrastructure,1
KD-053-R1,JCHEW,Crime,1
KD-053-R1,Medical Lab Technician,Transportation Problems,1
KD-053-R1,Medical Records Officer,Dissatisfaction with Job,1
KD-053-R2,CHEW,Shift,1
KD-053-R2,JCHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-053-R3,JCHEW,Dissatisfaction with Salary and Benefits,1
KD-053-R3,Medical Records Officer,Transportation Problems,1
KD-053-R4,CHO,Dissatisfaction with Salary and Benefits,1
KD-053-R4,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-053-R4,JCHEW,Dissatisfaction with Salary and Benefits,1
KD-053-R4,JCHEW,Transportation Problems,1
KD-053-R4,JCHEW,Access to Salary,1
KD-053-R4,Medical Lab Technician,Shift,1
KD-053-R5,JCHEW,Family Responsibilities,2
KD-053-R6,JCHEW,Shift,1
KD-053-R6,Medical Lab Technician,Workshop and Training,1
KD-053-R6,Medical Records Officer,Shift,1
KD-054-R1,Nurse/Midwife,Weddings,1
KD-054-R1,CHEW,Shift,1
KD-054-R1,JCHEW,Workshop and Training,1
KD-054-R2,CHEW,Shift,1
KD-054-R2,JCHEW,Transportation Problems,1
KD-054-R3,CHO,Access to Salary,1
KD-054-R3,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-054-R3,CHEW,Shift,1
KD-054-R3,CHEW,Unrest,1
KD-054-R3,JCHEW,Funeral,1
KD-054-R3,Medical Records Officer,Poor Health Facility Infrastructure,1
KD-054-R3,Medical Records Officer,Personal Health Issues,1
KD-054-R4,Nurse/Midwife,Access to Salary,1
KD-054-R4,CHO,Dissatisfaction with Salary and Benefits,1
KD-054-R4,JCHEW,Access to Salary,1
KD-054-R4,Medical Records Officer,Access to Salary,1
KD-054-R5,Nurse/Midwife,Access to Salary,1
KD-054-R5,CHO,Transportation Problems,1
KD-054-R5,CHO,Unrest,1
KD-054-R5,JCHEW,Access to Salary,1
KD-054-R5,JCHEW,Family Responsibilities,1
KD-054-R6,Nurse/Midwife,Transportation Problems,1
KD-054-R6,CHEW,Personal Health Issues,1
KD-055-R1,CHEW,Dissatisfaction with Salary and Benefits,1
KD-055-R1,JCHEW,Family Responsibilities,1
KD-055-R2,JCHEW,Transportation Problems,1
KD-055-R3,Medical Officer,Transportation Problems,1
KD-055-R3,Medical Officer,Long Distance to Workplace,1
KD-055-R4,Medical Officer,Family Responsibilities,1
KD-055-R4,CHO,Dissatisfaction with Salary and Benefits,1
KD-055-R4,CHO,Shift,1
KD-055-R4,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-055-R4,JCHEW,Access to Salary,1
KD-055-R4,JCHEW,High Workload and Stress,1
KD-055-R5,Medical Officer,Funeral,1
KD-055-R5,Medical Officer,Access to Salary,1
KD-055-R5,CHEW,Weddings,1
KD-055-R5,Medical Lab Technician,Shift,1
KD-055-R6,Medical Officer,Access to Salary,1
KD-055-R6,Medical Officer,Funeral,1
KD-055-R6,CHO,Family Responsibilities,1
KD-055-R6,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-055-R6,CHEW,Unrest,1
KD-055-R6,Medical Records Officer,Family Responsibilities,1
KD-056-R1,Nurse/Midwife,"Leave (Study, Annual, Maternity, etc.)",1
KD-056-R1,CHEW,Dissatisfaction with Salary and Benefits,1
KD-056-R3,CHEW,Unrest,1
KD-056-R6,CHEW,Access to Salary,1
KD-057-R1,JCHEW,Meetings,1
KD-057-R1,Medical Records Officer,"Leave (Study, Annual, Maternity, etc.)",1
KD-057-R2,Nurse/Midwife,Weddings,1
KD-057-R2,CHO,Workshop and Training,1
KD-057-R2,JCHEW,Access to Salary,1
KD-057-R2,JCHEW,Dissatisfaction with Job,1
KD-057-R2,Medical Records Officer,Dissatisfaction with Salary and Benefits,1
KD-057-R3,Nurse/Midwife,Transportation Problems,1
KD-057-R3,CHO,Meetings,1
KD-057-R3,JCHEW,Unrest,1
KD-057-R3,Environmental Health Officer,Personal Health Issues,1
KD-057-R4,CHO,Family Responsibilities,1
KD-057-R4,CHO,Personal Health Issues,1
KD-057-R4,CHEW,Transportation Problems,1
KD-057-R4,JCHEW,Policy and Governance Issues,1
KD-057-R4,Medical Records Officer,Long Distance to Workplace,1
KD-057-R4,Environmental Health Officer,Lack of Professional Development Opportunities,1
KD-057-R6,CHO,"Leave (Study, Annual, Maternity, etc.)",1
KD-057-R6,CHEW,Transportation Problems,1
KD-057-R6,JCHEW,Long Distance to Workplace,1
KD-058-R1,CHEW,Transportation Problems,1
KD-058-R1,CHEW,Workshop and Training,1
KD-058-R1,JCHEW,Long Distance to Workplace,1
KD-058-R1,JCHEW,High Workload and Stress,1
KD-058-R2,Nurse/Midwife,Personal Health Issues,1
KD-058-R2,CHEW,Transportation Problems,1
KD-058-R2,JCHEW,Family Responsibilities,1
KD-058-R3,Nurse/Midwife,Lack of Professional Development Opportunities,1
KD-058-R3,CHEW,Personal Health Issues,1
KD-058-R3,CHEW,Workshop and Training,1
KD-058-R3,JCHEW,Long Distance to Workplace,2
