visit_id,commodity,category,unit,facility_stocks_item,stockout_duration,stockout_reason,quantity_received,not_received_reason,minimum_stock_level,stock_balance,supplier,physically_verified
KD-044-R5,Calibrated Blood Collection Drape,Maternal,piece,Yes,Less than 1 week,Expired or damaged stock not replaced,0.0,Stock-out at the source/KADHSMA,33.0,0.0,Zipline,No
KD-044-R5,Magnesium Sulphate Injection,Maternal,ampoule,Yes,No stock-out,,21.0,,,58.0,Zipline,Yes
KD-044-R5,Folic Acid,Maternal,tablet,Yes,No stock-out,,0.0,Delivery delay,1182.0,2663.0,Zipline,Yes
KD-044-R5,Sulphadoxine + Pyrimethamine,Maternal,tablet,Yes,No stock-out,,0.0,Delivery delay,,444.0,Zipline,Yes
KD-044-R5,Ferrous Sulphate,Maternal,tablet,Yes,No stock-out,,0.0,Other,,633.0,Zipline,Yes
KD-044-R5,Paracetamol Tablet,General,tablet,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,,3295.0,Zipline,Yes
KD-044-R5,Amoxicillin Capsule,General,capsule,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,1227.0,1477.0,Zipline,Yes
KD-044-R5,Ibuprofen Tablet,General,tablet,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,800.0,650.0,Zipline,Yes
KD-044-R5,Artemether Injection,General,ampoule,Yes,No stock-out,,52.0,,,62.0,Zipline,Yes
KD-044-R5,Amoxicillin Dispersible,Child,bottle,Yes,No stock-out,,77.0,,,75.0,Zipline,Yes
KD-044-R5,Zinc,Child,tablet,Yes,No stock-out,,0.0,Delivery delay,,876.0,LGA,Yes
KD-044-R5,ORS,Child,sachet,Yes,No stock-out,,266.0,,,601.0,Zipline,Yes
KD-044-R5,Paracetamol Syrup,Child,bottle,Yes,No stock-out,,68.0,,,148.0,KDHSMA,No
KD-044-R5,Ibuprofen Suspension,Child,bottle,Yes,No stock-out,,38.0,,,69.0,Zipline,Yes
KD-044-R5,Chlorhexidine Gel,Child,tube,Yes,No stock-out,,0.0,Delivery delay,,76.0,KDHSMA,Yes
KD-044-R5,Artemether + Lumefantrine,General,pack,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,,249.0,NGO,Yes
KD-044-R5,Injectable Contraceptives,Family Planning,ampoule,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,,81.0,Zipline,Yes
KD-044-R5,Implants,Family Planning,piece,Yes,No stock-out,,25.0,,,23.0,Federal Government,Yes
KD-044-R6,Oxytocin,Maternal,ampoule,Yes,No stock-out,,32.0,,56.0,165.0,Zipline,Yes
KD-044-R6,Misoprostol,Maternal,tablet,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,,349.0,Free MNCH,Yes
KD-044-R6,Tranexamic Acid Injection,Maternal,ampoule,Yes,1 to 4 weeks,Poor quantification or forecasting,0.0,Transportation challenges,24.0,0.0,Zipline,No
KD-044-R6,IV Fluids,Maternal,bag,Yes,No stock-out,,54.0,,,182.0,Zipline,Yes
KD-044-R6,Giving Sets,Maternal,piece,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,96.0,137.0,Zipline,Yes
KD-044-R6,Calibrated Blood Collection Drape,Maternal,piece,Yes,1 to 4 weeks,Stock-out at LGA/state/central supply level,0.0,Stock-out at the source/KADHSMA,,0.0,Zipline,No
KD-044-R6,Magnesium Sulphate Injection,Maternal,ampoule,Yes,No stock-out,,19.0,,31.0,66.0,Free MNCH,Yes
KD-044-R6,Folic Acid,Maternal,tablet,Yes,No stock-out,,0.0,Delivery delay,1461.0,2166.0,Zipline,Yes
KD-044-R6,Sulphadoxine + Pyrimethamine,Maternal,tablet,Yes,No stock-out,,350.0,,,642.0,Zipline,Yes
KD-044-R6,Ferrous Sulphate,Maternal,tablet,Yes,No stock-out,,0.0,Transportation challenges,,237.0,Zipline,Yes
KD-044-R6,Paracetamol Tablet,General,tablet,Yes,No stock-out,,0.0,Other,2363.0,2506.0,Zipline,No
KD-044-R6,Amoxicillin Capsule,General,capsule,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,,975.0,Zipline,Yes
KD-044-R6,Ibuprofen Tablet,General,tablet,Yes,No stock-out,,448.0,,,890.0,Zipline,Yes
KD-044-R6,Artemether Injection,General,ampoule,Yes,No stock-out,,40.0,,53.0,89.0,Zipline,Yes
KD-044-R6,Amoxicillin Dispersible,Child,bottle,Yes,No stock-out,,86.0,,,138.0,Zipline,Yes
KD-044-R6,Zinc,Child,tablet,Yes,No stock-out,,0.0,Transportation challenges,,754.0,Donations,Yes
KD-044-R6,ORS,Child,sachet,Yes,No stock-out,,0.0,Delivery delay,,461.0,NGO,Yes
KD-044-R6,Paracetamol Syrup,Child,bottle,Yes,No stock-out,,90.0,,123.0,200.0,Zipline,No
KD-044-R6,Ibuprofen Suspension,Child,bottle,Yes,No stock-out,,0.0,Delivery delay,62.0,44.0,Zipline,Yes
KD-044-R6,Chlorhexidine Gel,Child,tube,Yes,No stock-out,,22.0,,,82.0,Zipline,Yes
KD-044-R6,Artemether + Lumefantrine,General,pack,Yes,No stock-out,,216.0,,,381.0,Zipline,Yes
KD-044-R6,Injectable Contraceptives,Family Planning,ampoule,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,,63.0,Federal Government,Yes
KD-044-R6,Implants,Family Planning,piece,Yes,No stock-out,,18.0,,,35.0,Zipline,Yes
KD-045-R1,Oxytocin,Maternal,ampoule,No,The facility does not stock this item,,,,,,,
KD-045-R1,Misoprostol,Maternal,tablet,No,The facility does not stock this item,,,,,,,
KD-045-R1,Tranexamic Acid Injection,Maternal,ampoule,No,The facility does not stock this item,,,,,,,
KD-045-R1,IV Fluids,Maternal,bag,Yes,No stock-out,,0.0,Transportation challenges,29.0,2.0,Free MNCH,Yes
KD-045-R1,Giving Sets,Maternal,piece,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,,15.0,Free MNCH,Yes
KD-045-R1,Calibrated Blood Collection Drape,Maternal,piece,No,The facility does not stock this item,,,,,,,
KD-045-R1,Magnesium Sulphate Injection,Maternal,ampoule,No,The facility does not stock this item,,,,,,,
KD-045-R1,Folic Acid,Maternal,tablet,Yes,1 to 4 weeks,Requisition not submitted or submitted late,0.0,Delivery delay,,0.0,Free MNCH,No
KD-045-R1,Sulphadoxine + Pyrimethamine,Maternal,tablet,Yes,No stock-out,,69.0,,,123.0,LGA,Yes
KD-045-R1,Ferrous Sulphate,Maternal,tablet,Yes,No stock-out,,237.0,,,241.0,Free MNCH,Yes
KD-045-R1,Paracetamol Tablet,General,tablet,Yes,Less than 1 week,Poor quantification or forecasting,0.0,Delivery delay,677.0,0.0,Open Market,No
KD-045-R1,Amoxicillin Capsule,General,capsule,Yes,No stock-out,,229.0,,374.0,115.0,Free MNCH,Yes
KD-045-R1,Ibuprofen Tablet,General,tablet,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,193.0,136.0,Free MNCH,Yes
KD-045-R1,Artemether Injection,General,ampoule,Yes,No stock-out,,0.0,Transportation challenges,20.0,16.0,Free MNCH,No
KD-045-R1,Amoxicillin Dispersible,Child,bottle,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,,16.0,Free MNCH,Yes
KD-045-R1,Zinc,Child,tablet,Yes,No stock-out,,0.0,Delivery delay,113.0,11.0,Free MNCH,No
KD-045-R1,ORS,Child,sachet,Yes,Less than 1 week,High demand or unexpected increase in consumption,0.0,Delivery delay,,0.0,Free MNCH,No
KD-045-R1,Paracetamol Syrup,Child,bottle,Yes,No stock-out,,0.0,Delivery delay,,43.0,Free MNCH,Yes
KD-045-R1,Ibuprofen Suspension,Child,bottle,Yes,Less than 1 week,Insufficient funds for procurement,0.0,Delivery delay,15.0,0.0,Free MNCH,No
KD-045-R1,Chlorhexidine Gel,Child,tube,Yes,No stock-out,,0.0,Transportation challenges,16.0,5.0,Free MNCH,Yes
KD-045-R1,Artemether + Lumefantrine,General,pack,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,,88.0,Free MNCH,Yes
KD-045-R1,Injectable Contraceptives,Family Planning,ampoule,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,,18.0,Free MNCH,Yes
KD-045-R1,Implants,Family Planning,piece,Yes,No stock-out,,0.0,Delivery delay,,1.0,Federal Government,No
KD-045-R2,Oxytocin,Maternal,ampoule,No,The facility does not stock this item,,,,,,,
KD-045-R2,Misoprostol,Maternal,tablet,No,The facility does not stock this item,,,,,,,
KD-045-R2,Tranexamic Acid Injection,Maternal,ampoule,No,The facility does not stock this item,,,,,,,
KD-045-R2,IV Fluids,Maternal,bag,Yes,No stock-out,,13.0,,,3.0,KDHSMA,Yes
KD-045-R2,Giving Sets,Maternal,piece,Yes,No stock-out,,7.0,,,11.0,Free MNCH,Yes
KD-045-R2,Calibrated Blood Collection Drape,Maternal,piece,No,The facility does not stock this item,,,,,,,
KD-045-R2,Magnesium Sulphate Injection,Maternal,ampoule,No,The facility does not stock this item,,,,,,,
KD-045-R2,Folic Acid,Maternal,tablet,Yes,No stock-out,,257.0,,392.0,108.0,Free MNCH,No
KD-045-R2,Sulphadoxine + Pyrimethamine,Maternal,tablet,Yes,No stock-out,,88.0,,,172.0,Donations,No
KD-045-R2,Ferrous Sulphate,Maternal,tablet,Yes,No stock-out,,0.0,Delivery delay,,82.0,Free MNCH,Yes
KD-045-R2,Paracetamol Tablet,General,tablet,Yes,No stock-out,,327.0,,,152.0,Free MNCH,Yes
KD-045-R2,Amoxicillin Capsule,General,capsule,Yes,No stock-out,,194.0,,,213.0,Free MNCH,Yes
KD-045-R2,Ibuprofen Tablet,General,tablet,Yes,No stock-out,,132.0,,,198.0,Donations,Yes
KD-045-R2,Artemether Injection,General,ampoule,Yes,No stock-out,,8.0,,,21.0,Zipline,Yes
KD-045-R2,Amoxicillin Dispersible,Child,bottle,Yes,No stock-out,,15.0,,,23.0,NGO,Yes
KD-045-R2,Zinc,Child,tablet,Yes,No stock-out,,80.0,,,39.0,LGA,Yes
KD-045-R2,ORS,Child,sachet,Yes,No stock-out,,82.0,,,36.0,Free MNCH,Yes
KD-045-R2,Paracetamol Syrup,Child,bottle,Yes,No stock-out,,17.0,,33.0,49.0,Free MNCH,Yes
KD-045-R2,Ibuprofen Suspension,Child,bottle,Yes,No stock-out,,10.0,,,9.0,Free MNCH,Yes
KD-045-R2,Chlorhexidine Gel,Child,tube,Yes,No stock-out,,0.0,Delivery delay,,1.0,Open Market,Yes
KD-045-R2,Artemether + Lumefantrine,General,pack,Yes,No stock-out,,60.0,,92.0,115.0,Free MNCH,Yes
KD-045-R2,Injectable Contraceptives,Family Planning,ampoule,Yes,No stock-out,,0.0,Transportation challenges,,7.0,Federal Government,Yes
KD-045-R2,Implants,Family Planning,piece,Yes,1 to 4 weeks,Stock-out at LGA/state/central supply level,0.0,Delivery delay,,0.0,Open Market,No
KD-045-R3,Oxytocin,Maternal,ampoule,No,The facility does not stock this item,,,,,,,
KD-045-R3,Misoprostol,Maternal,tablet,No,The facility does not stock this item,,,,,,,
KD-045-R3,Tranexamic Acid Injection,Maternal,ampoule,No,The facility does not stock this item,,,,,,,
KD-045-R3,IV Fluids,Maternal,bag,Yes,1 to 4 weeks,Poor quantification or forecasting,0.0,Stock-out at the source/KADHSMA,31.0,0.0,Free MNCH,No
KD-045-R3,Giving Sets,Maternal,piece,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,,7.0,Free MNCH,Yes
KD-045-R3,Calibrated Blood Collection Drape,Maternal,piece,No,The facility does not stock this item,,,,,,,
KD-045-R3,Magnesium Sulphate Injection,Maternal,ampoule,No,The facility does not stock this item,,,,,,,
KD-045-R3,Folic Acid,Maternal,tablet,Yes,No stock-out,,266.0,,424.0,226.0,Free MNCH,Yes
KD-045-R3,Sulphadoxine + Pyrimethamine,Maternal,tablet,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,142.0,121.0,Free MNCH,Yes
KD-045-R3,Ferrous Sulphate,Maternal,tablet,Yes,No stock-out,,194.0,,,168.0,Donations,Yes
KD-045-R3,Paracetamol Tablet,General,tablet,Yes,Less than 1 week,Expired or damaged stock not replaced,0.0,Transportation challenges,774.0,0.0,Free MNCH,No
KD-045-R3,Amoxicillin Capsule,General,capsule,Yes,No stock-out,,0.0,Delivery delay,,74.0,Free MNCH,Yes
KD-045-R3,Ibuprofen Tablet,General,tablet,Yes,No stock-out,,115.0,,,239.0,Free MNCH,Yes
KD-045-R3,Artemether Injection,General,ampoule,Yes,No stock-out,,7.0,,,21.0,Free MNCH,Yes
KD-045-R3,Amoxicillin Dispersible,Child,bottle,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,25.0,19.0,Free MNCH,Yes
KD-045-R3,Zinc,Child,tablet,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,,5.0,Free MNCH,Yes
KD-045-R3,ORS,Child,sachet,Yes,Less than 1 week,Given a non-requisitioned essential medicine or commodity,0.0,Stock-out at the source/KADHSMA,,0.0,Donations,No
KD-045-R3,Paracetamol Syrup,Child,bottle,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,,39.0,Federal Government,Yes
KD-045-R3,Ibuprofen Suspension,Child,bottle,Yes,No stock-out,,0.0,Delivery delay,,3.0,Open Market,Yes
KD-045-R3,Chlorhexidine Gel,Child,tube,Yes,1 to 4 weeks,Incomplete fulfillment of requisition,0.0,Delivery delay,,0.0,Free MNCH,No
KD-045-R3,Artemether + Lumefantrine,General,pack,Yes,No stock-out,,65.0,,,157.0,Free MNCH,Yes
KD-045-R3,Injectable Contraceptives,Family Planning,ampoule,Yes,Less than 1 week,Stock-out at LGA/state/central supply level,0.0,Delivery delay,,0.0,Federal Government,No
KD-045-R3,Implants,Family Planning,piece,Yes,1 to 4 weeks,Delay in delivery or distribution,0.0,Delivery delay,6.0,0.0,Federal Government,No
KD-045-R4,Oxytocin,Maternal,ampoule,No,The facility does not stock this item,,,,,,,
KD-045-R4,Misoprostol,Maternal,tablet,No,The facility does not stock this item,,,,,,,
KD-045-R4,Tranexamic Acid Injection,Maternal,ampoule,No,The facility does not stock this item,,,,,,,
KD-045-R4,IV Fluids,Maternal,bag,Yes,1 to 4 weeks,Stock-out at LGA/state/central supply level,0.0,Stock-out at the source/KADHSMA,,0.0,Free MNCH,No
KD-045-R4,Giving Sets,Maternal,piece,Yes,Less than 1 week,High demand or unexpected increase in consumption,0.0,Stock-out at the source/KADHSMA,,0.0,Free MNCH,No
KD-045-R4,Calibrated Blood Collection Drape,Maternal,piece,No,The facility does not stock this item,,,,,,,
KD-045-R4,Magnesium Sulphate Injection,Maternal,ampoule,No,The facility does not stock this item,,,,,,,
KD-045-R4,Folic Acid,Maternal,tablet,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,,73.0,Free MNCH,Yes
KD-045-R4,Sulphadoxine + Pyrimethamine,Maternal,tablet,Yes,No stock-out,,0.0,Delivery delay,,87.0,Free MNCH,Yes
KD-045-R4,Ferrous Sulphate,Maternal,tablet,Yes,No stock-out,,0.0,Delivery delay,,31.0,LGA,Yes
KD-045-R4,Paracetamol Tablet,General,tablet,Yes,1 to 4 weeks,No feedback from KADHSMA,0.0,Stock-out at the source/KADHSMA,,0.0,Free MNCH,No
KD-045-R4,Amoxicillin Capsule,General,capsule,Yes,Less than 1 week,Stock-out at LGA/state/central supply level,0.0,Delivery delay,,0.0,KDHSMA,No
KD-045-R4,Ibuprofen Tablet,General,tablet,Yes,No stock-out,,0.0,Transportation challenges,180.0,181.0,Free MNCH,Yes
KD-045-R4,Artemether Injection,General,ampoule,Yes,No stock-out,,0.0,Transportation challenges,,17.0,LGA,Yes
KD-045-R4,Amoxicillin Dispersible,Child,bottle,Yes,No stock-out,,0.0,Transportation challenges,,13.0,Free MNCH,Yes
KD-045-R4,Zinc,Child,tablet,Yes,1 to 4 weeks,Poor quantification or forecasting,0.0,Transportation challenges,,0.0,Free MNCH,No
KD-045-R4,ORS,Child,sachet,Yes,1 to 4 weeks,Requisition not submitted or submitted late,0.0,Delivery delay,113.0,0.0,Free MNCH,No
KD-045-R4,Paracetamol Syrup,Child,bottle,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,,26.0,Donations,Yes
KD-045-R4,Ibuprofen Suspension,Child,bottle,Yes,1 to 4 weeks,Other,0.0,Transportation challenges,,0.0,Free MNCH,No
KD-045-R4,Chlorhexidine Gel,Child,tube,Yes,No stock-out,,9.0,,,5.0,Free MNCH,Yes
KD-045-R4,Artemether + Lumefantrine,General,pack,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,95.0,120.0,Zipline,Yes
KD-045-R4,Injectable Contraceptives,Family Planning,ampoule,Yes,1 to 4 weeks,Poor quantification or forecasting,0.0,Stock-out at the source/KADHSMA,,0.0,Federal Government,No
KD-045-R4,Implants,Family Planning,piece,Yes,1 to 4 weeks,Expired or damaged stock not replaced,0.0,Stock-out at the source/KADHSMA,,0.0,Federal Government,No
KD-045-R5,Oxytocin,Maternal,ampoule,No,The facility does not stock this item,,,,,,,
KD-045-R5,Misoprostol,Maternal,tablet,No,The facility does not stock this item,,,,,,,
KD-045-R5,Tranexamic Acid Injection,Maternal,ampoule,No,The facility does not stock this item,,,,,,,
KD-045-R5,IV Fluids,Maternal,bag,Yes,No stock-out,,20.0,,,9.0,Free MNCH,Yes
KD-045-R5,Giving Sets,Maternal,piece,Yes,No stock-out,,12.0,,29.0,3.0,Free MNCH,Yes
KD-045-R5,Calibrated Blood Collection Drape,Maternal,piece,No,The facility does not stock this item,,,,,,,
KD-045-R5,Magnesium Sulphate Injection,Maternal,ampoule,No,The facility does not stock this item,,,,,,,
KD-045-R5,Folic Acid,Maternal,tablet,Yes,No stock-out,,228.0,,,175.0,Free MNCH,Yes
KD-045-R5,Sulphadoxine + Pyrimethamine,Maternal,tablet,Yes,No stock-out,,91.0,,,137.0,Free MNCH,Yes
KD-045-R5,Ferrous Sulphate,Maternal,tablet,Yes,No stock-out,,257.0,,415.0,149.0,LGA,Yes
KD-045-R5,Paracetamol Tablet,General,tablet,Yes,No stock-out,,344.0,,,139.0,Free MNCH,Yes
KD-045-R5,Amoxicillin Capsule,General,capsule,Yes,No stock-out,,207.0,,,103.0,Free MNCH,Yes
KD-045-R5,Ibuprofen Tablet,General,tablet,Yes,No stock-out,,143.0,,,238.0,Free MNCH,Yes
KD-045-R5,Artemether Injection,General,ampoule,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,19.0,5.0,Free MNCH,Yes
KD-045-R5,Amoxicillin Dispersible,Child,bottle,Yes,No stock-out,,13.0,,24.0,12.0,Free MNCH,No
KD-045-R5,Zinc,Child,tablet,Yes,No stock-out,,100.0,,159.0,42.0,Free MNCH,Yes
KD-045-R5,ORS,Child,sachet,Yes,No stock-out,,62.0,,,16.0,Free MNCH,Yes
KD-045-R5,Paracetamol Syrup,Child,bottle,Yes,No stock-out,,16.0,,,34.0,Free MNCH,Yes
KD-045-R5,Ibuprofen Suspension,Child,bottle,Yes,More than 4 weeks,Poor quantification or forecasting,0.0,Delivery delay,20.0,0.0,Zipline,No
KD-045-R5,Chlorhexidine Gel,Child,tube,Yes,No stock-out,,0.0,Delivery delay,,0.0,Free MNCH,No
KD-045-R5,Artemether + Lumefantrine,General,pack,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,,96.0,Free MNCH,Yes
KD-045-R5,Injectable Contraceptives,Family Planning,ampoule,Yes,No stock-out,,14.0,,24.0,4.0,Free MNCH,Yes
KD-045-R5,Implants,Family Planning,piece,Yes,1 to 4 weeks,No feedback from KADHSMA,0.0,Stock-out at the source/KADHSMA,,0.0,Free MNCH,No
KD-045-R6,Oxytocin,Maternal,ampoule,No,The facility does not stock this item,,,,,,,
KD-045-R6,Misoprostol,Maternal,tablet,No,The facility does not stock this item,,,,,,,
KD-045-R6,Tranexamic Acid Injection,Maternal,ampoule,No,The facility does not stock this item,,,,,,,
KD-045-R6,IV Fluids,Maternal,bag,Yes,No stock-out,,16.0,,,20.0,Free MNCH,Yes
KD-045-R6,Giving Sets,Maternal,piece,Yes,1 to 4 weeks,Stock-out at LGA/state/central supply level,0.0,Other,24.0,0.0,Free MNCH,No
KD-045-R6,Calibrated Blood Collection Drape,Maternal,piece,No,The facility does not stock this item,,,,,,,
KD-045-R6,Magnesium Sulphate Injection,Maternal,ampoule,No,The facility does not stock this item,,,,,,,
KD-045-R6,Folic Acid,Maternal,tablet,Yes,No stock-out,,0.0,Delivery delay,473.0,33.0,Federal Government,Yes
KD-045-R6,Sulphadoxine + Pyrimethamine,Maternal,tablet,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,,94.0,Free MNCH,Yes
KD-045-R6,Ferrous Sulphate,Maternal,tablet,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,464.0,0.0,Free MNCH,No
KD-045-R6,Paracetamol Tablet,General,tablet,Yes,No stock-out,,481.0,,752.0,360.0,Federal Government,Yes
KD-045-R6,Amoxicillin Capsule,General,capsule,Yes,No stock-out,,219.0,,,196.0,Free MNCH,Yes
KD-045-R6,Ibuprofen Tablet,General,tablet,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,,160.0,Free MNCH,Yes
KD-045-R6,Artemether Injection,General,ampoule,Yes,No stock-out,,14.0,,19.0,9.0,Free MNCH,Yes
KD-045-R6,Amoxicillin Dispersible,Child,bottle,Yes,No stock-out,,13.0,,,17.0,Free MNCH,Yes
KD-045-R6,Zinc,Child,tablet,Yes,Less than 1 week,Incomplete fulfillment of requisition,0.0,Delivery delay,,0.0,Free MNCH,No
KD-045-R6,ORS,Child,sachet,Yes,No stock-out,,74.0,,,48.0,Free MNCH,No
KD-045-R6,Paracetamol Syrup,Child,bottle,Yes,No stock-out,,16.0,,,41.0,Free MNCH,Yes
KD-045-R6,Ibuprofen Suspension,Child,bottle,Yes,1 to 4 weeks,High demand or unexpected increase in consumption,0.0,Other,,0.0,Free MNCH,No
KD-045-R6,Chlorhexidine Gel,Child,tube,Yes,1 to 4 weeks,Incomplete fulfillment of requisition,0.0,Stock-out at the source/KADHSMA,15.0,0.0,Free MNCH,No
KD-045-R6,Artemether + Lumefantrine,General,pack,Yes,No stock-out,,54.0,,,112.0,Free MNCH,Yes
KD-045-R6,Injectable Contraceptives,Family Planning,ampoule,Yes,Less than 1 week,Stock-out at LGA/state/central supply level,0.0,Stock-out at the source/KADHSMA,,0.0,Free MNCH,No
KD-045-R6,Implants,Family Planning,piece,Yes,More than 4 weeks,Stock-out at LGA/state/central supply level,0.0,Transportation challenges,,0.0,Federal Government,No
KD-046-R1,Oxytocin,Maternal,ampoule,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,,35.0,KDHSMA,No
KD-046-R1,Misoprostol,Maternal,tablet,Yes,No stock-out,,0.0,Delivery delay,,135.0,KDHSMA,Yes
KD-046-R1,Tranexamic Acid Injection,Maternal,ampoule,Yes,1 to 4 weeks,Requisition not submitted or submitted late,0.0,Stock-out at the source/KADHSMA,,0.0,KDHSMA,No
KD-046-R1,IV Fluids,Maternal,bag,Yes,No stock-out,,43.0,,,22.0,Zipline,No
KD-046-R1,Giving Sets,Maternal,piece,Yes,1 to 4 weeks,Poor quantification or forecasting,0.0,Transportation challenges,,0.0,KDHSMA,No
KD-046-R1,Calibrated Blood Collection Drape,Maternal,piece,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,,6.0,KDHSMA,Yes
KD-046-R1,Magnesium Sulphate Injection,Maternal,ampoule,Yes,1 to 4 weeks,Stock-out at LGA/state/central supply level,0.0,Delivery delay,35.0,0.0,KDHSMA,No
KD-046-R1,Folic Acid,Maternal,tablet,Yes,No stock-out,,0.0,Transportation challenges,,682.0,KDHSMA,Yes
KD-046-R1,Sulphadoxine + Pyrimethamine,Maternal,tablet,Yes,No stock-out,,254.0,,,594.0,Federal Government,Yes
KD-046-R1,Ferrous Sulphate,Maternal,tablet,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,,545.0,KDHSMA,Yes
KD-046-R1,Paracetamol Tablet,General,tablet,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,,961.0,KDHSMA,No
KD-046-R1,Amoxicillin Capsule,General,capsule,Yes,Less than 1 week,Stock-out at LGA/state/central supply level,0.0,Transportation challenges,,0.0,KDHSMA,No
KD-046-R1,Ibuprofen Tablet,General,tablet,Yes,No stock-out,,540.0,,,587.0,LGA,Yes
KD-046-R1,Artemether Injection,General,ampoule,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,,54.0,KDHSMA,No
KD-046-R1,Amoxicillin Dispersible,Child,bottle,Yes,1 to 4 weeks,Insufficient funds for procurement,0.0,Stock-out at the source/KADHSMA,,0.0,KDHSMA,No
KD-046-R1,Zinc,Child,tablet,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,,2.0,KDHSMA,Yes
KD-046-R1,ORS,Child,sachet,Yes,No stock-out,,235.0,,,350.0,KDHSMA,No
KD-046-R1,Paracetamol Syrup,Child,bottle,Yes,No stock-out,,86.0,,,85.0,KDHSMA,Yes
KD-046-R1,Ibuprofen Suspension,Child,bottle,Yes,1 to 4 weeks,Stock-out at LGA/state/central supply level,0.0,Delivery delay,,0.0,KDHSMA,No
KD-046-R1,Chlorhexidine Gel,Child,tube,Yes,No stock-out,,31.0,,42.0,43.0,KDHSMA,Yes
KD-046-R1,Artemether + Lumefantrine,General,pack,Yes,No stock-out,,0.0,Transportation challenges,320.0,1.0,KDHSMA,No
KD-046-R1,Injectable Contraceptives,Family Planning,ampoule,Yes,1 to 4 weeks,Requisition not submitted or submitted late,0.0,Delivery delay,,0.0,KDHSMA,No
KD-046-R1,Implants,Family Planning,piece,Yes,1 to 4 weeks,Given a non-requisitioned essential medicine or commodity,0.0,Delivery delay,24.0,0.0,Federal Government,No
KD-046-R2,Oxytocin,Maternal,ampoule,Yes,No stock-out,,39.0,,,61.0,KDHSMA,Yes
KD-046-R2,Misoprostol,Maternal,tablet,Yes,No stock-out,,0.0,Delivery delay,150.0,83.0,KDHSMA,Yes
KD-046-R2,Tranexamic Acid Injection,Maternal,ampoule,Yes,1 to 4 weeks,High demand or unexpected increase in consumption,0.0,Transportation challenges,,0.0,KDHSMA,No
KD-046-R2,IV Fluids,Maternal,bag,Yes,Less than 1 week,High demand or unexpected increase in consumption,0.0,Transportation challenges,,0.0,KDHSMA,No
KD-046-R2,Giving Sets,Maternal,piece,Yes,1 to 4 weeks,Delay in delivery or distribution,0.0,Delivery delay,88.0,0.0,KDHSMA,No
KD-046-R2,Calibrated Blood Collection Drape,Maternal,piece,Yes,1 to 4 weeks,Stock-out at LGA/state/central supply level,0.0,Stock-out at the source/KADHSMA,,0.0,KDHSMA,No
KD-046-R2,Magnesium Sulphate Injection,Maternal,ampoule,Yes,No stock-out,,20.0,,33.0,9.0,KDHSMA,Yes
KD-046-R2,Folic Acid,Maternal,tablet,Yes,No stock-out,,0.0,Other,,336.0,KDHSMA,Yes
KD-046-R2,Sulphadoxine + Pyrimethamine,Maternal,tablet,Yes,No stock-out,,0.0,Delivery delay,531.0,410.0,Federal Government,Yes
KD-046-R2,Ferrous Sulphate,Maternal,tablet,Yes,No stock-out,,0.0,Delivery delay,1472.0,54.0,Donations,Yes
KD-046-R2,Paracetamol Tablet,General,tablet,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,,252.0,KDHSMA,Yes
KD-046-R2,Amoxicillin Capsule,General,capsule,Yes,1 to 4 weeks,Delay in delivery or distribution,0.0,Delivery delay,1266.0,0.0,KDHSMA,No
KD-046-R2,Ibuprofen Tablet,General,tablet,Yes,No stock-out,,0.0,Delivery delay,812.0,334.0,Open Market,Yes
